('https://image1.ljcdn.com/440100-inspection/d69973c2-6a7e-47f9-9a0b-a5ddab1a5473.jpg.296x216.jpg', '中海金沙馨园 精装三房 交通便利', '中海金沙馨园二期  | 3室2厅 | 99平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2008年建塔楼  -  金沙洲', '325万', '单价32829元/平米')
('', '托斯卡纳 五房大户型 高层望花园', '托斯卡纳  | 5室2厅 | 192平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2009年建塔楼  -  南湖', '680万', '单价35417元/平米')
('', '云熙雅苑 品质六房 复式 装修好', '云熙雅苑  | 6室3厅 | 210平米 | 东 西 | 其他 | 有电梯', '高楼层(共5层)2011年建板楼  -  白云山风景区', '1600万', '单价76191元/平米')
('https://image1.ljcdn.com/440100-inspection/3a3a02bb-a132-4581-b6c3-da02019541a1.JPG.296x216.jpg', '康雅花园 2室1厅 220万', '康雅花园  | 2室1厅 | 74.43平米 | 西 | 其他 | 无电梯', '高楼层(共9层)1999年建塔楼  -  机场路', '220万', '单价29558元/平米')
('', '汇美苑 南北向三房 楼层不高', '汇美苑  | 3室2厅 | 101平米 | 南 北 | 其他 | 无电梯', '低楼层(共9层)1995年建塔楼  -  机场路', '300万', '单价29703元/平米')
('https://image1.ljcdn.com/440100-inspection/94216df9-c2d5-4344-a840-826fea3931cc.jpg.296x216.jpg', '利都大厦 新装复式公寓 采光好', '利都大厦  | 1室1厅 | 42.25平米 | 南 | 精装 | 有电梯', '中楼层(共8层)1999年建塔楼  -  新市', '100万', '单价23669元/平米')
('https://image1.ljcdn.com/440100-inspection/aa34cfcd-716d-40b6-956f-1605716b4b39.JPG.296x216.jpg', '华园新村 3室1厅 215万', '华园新村  | 3室1厅 | 68.15平米 | 东 | 其他 | 无电梯', '中楼层(共9层)1995年建塔楼  -  机场路', '215万', '单价31549元/平米')
('https://image1.ljcdn.com/440100-inspection/77416b74-7e5c-4f21-9d54-ee2dd3aa7dd4.jpg.296x216.jpg', '春庭花园 二层公寓 南向 采光好', '春庭花园  | 2室1厅 | 46.29平米 | 南 | 其他 | 无电梯', '低楼层(共2层)1999年建塔楼  -  白云山风景区', '68万', '单价14690元/平米')
('https://image1.ljcdn.com/440100-inspection/3f718090-f22d-4c75-b5cb-5f3bba57e18d.jpg.296x216.jpg', '集贤苑 南向实用两房', '集贤苑  | 2室2厅 | 83平米 | 南 | 精装 | 有电梯', '低楼层(共11层)1999年建塔楼  -  白云大道北', '270万', '单价32531元/平米')
('https://image1.ljcdn.com/440100-inspection/e073f0b5-7d92-4545-b362-6dbf7152a007.jpg.296x216.jpg', '京溪尚苑 电梯 实用小三房', '京溪尚苑  | 3室1厅 | 74.15平米 | 南 | 其他 | 有电梯', '低楼层(共9层)2000年建塔楼  -  同和', '250万', '单价33716元/平米')
('https://image1.ljcdn.com/440100-inspection/b860c3d6-3045-4d04-b9d6-2f7573f12bb2.jpg.296x216.jpg', '一品湖山 5室2厅 708万', '一品湖山  | 5室2厅 | 165.11平米 | 南 北 | 其他 | 有电梯', '低楼层(共14层)2011年建塔楼  -  南湖', '708万', '单价42881元/平米')
('https://image1.ljcdn.com/440100-inspection/5a95fcb8-da95-40ca-9026-61d91dc44c8f.JPG.296x216.jpg', '尚山佳境 3室1厅 420万', '尚山佳境  | 3室1厅 | 93.71平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2006年建塔楼  -  大金钟', '420万', '单价44820元/平米')
('https://image1.ljcdn.com/440100-inspection/79a8fd08-b1b2-4b4f-a981-4d36d76837c6.jpg.296x216.jpg', '倚绿山庄 2室1厅 260万', '倚绿山庄  | 2室1厅 | 77.06平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2000年建塔楼  -  南湖', '260万', '单价33740元/平米')
('', '瀚海花园 大五房 东南靓向 保养新', '保利西海岸瀚海花园  | 5室2厅 | 192平米 | 东南 | 其他 | 有电梯', '高楼层(共39层)2010年建塔楼  -  金沙洲', '750万', '单价39063元/平米')
('https://image1.ljcdn.com/440100-inspection/43b87206-4f6f-4c5f-aab2-08cc1cfeaed0.jpg.296x216.jpg', '集贤苑 4室2厅 395万', '集贤苑  | 4室2厅 | 116.52平米 | 北 | 其他 | 有电梯', '中楼层(共10层)1999年建塔楼  -  白云大道北', '395万', '单价33900元/平米')
('', '浔峰御金沙园 3室2厅 510万', '浔峰御金沙园  | 3室2厅 | 127平米 | 东南 | 其他 | 有电梯', '中楼层(共25层)2011年建塔楼  -  金沙洲', '510万', '单价40158元/平米')
('', '岭南新世界倚湾园 实用三房 双阳台', '岭南新世界  | 3室2厅 | 111.22平米 | 东北 | 精装 | 有电梯', '中楼层(共18层)2008年建塔楼  -  白云大道北', '520万', '单价46755元/平米')
('', '恒骏花园 电梯三房 通风透气望花园', '恒骏花园  | 3室2厅 | 94平米 | 南 | 精装 | 有电梯', '高楼层(共9层)2002年建塔楼  -  同和', '400万', '单价42554元/平米')
('', '保利白云山庄 南向复式 精装三房 望花园', '保利白云山庄傲云居  | 3室2厅 | 165.31平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2001年建板楼  -  白云山风景区', '660万', '单价39925元/平米')
('', '金碧新城 2室1厅 260万', '金碧新城  | 2室1厅 | 72平米 | 东北 | 精装 | 有电梯', '中楼层(共18层)2005年建塔楼  -  石井', '260万', '单价36112元/平米')
('https://image1.ljcdn.com/440100-inspection/d900dea7-1167-4c06-b58f-8a9c2cf11b74.jpg.296x216.jpg', '格局方正 交通方便 采光充足', '兴云路  | 2室1厅 | 75.69平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)塔楼  -  广园路', '218万', '单价28802元/平米')
('', '黄石 元邦航空家园电梯两房 保养好', '元邦航空家园  | 2室2厅 | 71平米 | 西 | 精装 | 有电梯', '低楼层(共11层)2004年建塔楼  -  黄石路', '245万', '单价34508元/平米')
('https://image1.ljcdn.com/440100-inspection/eab6e2ea-b0cf-47bc-b3a1-ae00f1fdcf5e.JPG.296x216.jpg', '时代花园 3室1厅 407万', '时代花园  | 3室1厅 | 101.54平米 | 东 北 东北 | 其他 | 有电梯', '中楼层(共15层)1999年建塔楼  -  机场路', '407万', '单价40083元/平米')
('https://image1.ljcdn.com/440100-inspection/1c67aba2-caf1-4730-9cc5-917da3c02cf5.jpg.296x216.jpg', '岗贝路 公安宿舍 实用一房 通风采光好', '岗贝公安宿舍  | 1室1厅 | 44平米 | 南 | 其他 | 无电梯', '高楼层(共8层)塔楼  -  机场路', '108万', '单价24546元/平米')
('', '嘉利苑的精美两房，装修精美温馨舒适，保养', '嘉利苑  | 3室1厅 | 86平米 | 西 | 简装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  机场路', '220万', '单价25582元/平米')
('', '梅园大厦 实用两房 南向单位 采光好', '梅园大厦  | 2室1厅 | 59.72平米 | 南 | 其他 | 无电梯', '中楼层(共9层)1999年建塔楼  -  同和', '200万', '单价33490元/平米')
('https://image1.ljcdn.com/440100-inspection/b8f24fa7-3a9f-4150-aaa9-27988103ff91.jpg.296x216.jpg', '集贤苑 南向中层 大两房 装修保养好', '集贤苑  | 2室1厅 | 82.75平米 | 南 | 精装 | 有电梯', '中楼层(共11层)1999年建塔楼  -  白云大道北', '310万', '单价37463元/平米')
('', '万科蓝山 三房两厅 安静采光好', '万科蓝山  | 3室2厅 | 140平米 | 南 北 | 其他 | 无电梯', '中楼层(共4层)2007年建板楼  -  南湖', '435万', '单价31072元/平米')
('', '二房一厅 间隔方正 装修不错', '华南计算机宿舍  | 2室1厅 | 64.06平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1998年建板楼  -  沙太南', '150万', '单价23416元/平米')
('', '升平楼 3室 新装修 诚意出售', '升平楼  | 3室2厅 | 116平米 | 东 | 其他 | 无电梯', '中楼层(共9层)2003年建塔楼  -  石井', '302万', '单价26035元/平米')
('https://image1.ljcdn.com/440100-inspection/2a2419a0-1af4-497f-bbe7-e479131f3dd3.JPG.296x216.jpg', '怡富尚苑 2室1厅 165万', '怡富尚苑  | 2室1厅 | 75平米 | 东南 | 精装 | 无电梯', '中楼层(共8层)1998年建塔楼  -  石井', '165万', '单价22000元/平米')
('', '槎龙公安宿舍 电梯三房 户型方正', '槎龙公安宿舍聚南三街  | 3室2厅 | 98.83平米 | 南 | 其他 | 有电梯', '中楼层(共9层)2000年建塔楼  -  同德围', '285万', '单价28838元/平米')
('https://image1.ljcdn.com/440100-inspection/6eced7b9-8671-42bc-88d9-51c171c5de87.jpg.296x216.jpg', '机场路 康盈阁 东南向双阳', '康盈阁  | 2室1厅 | 77.25平米 | 南 | 简装 | 有电梯', '中楼层(共11层)1995年建塔楼  -  机场路', '260万', '单价33657元/平米')
('https://image1.ljcdn.com/440100-inspection/c87e82ea-4451-48d2-a1a2-d101f4b916d7.jpg.296x216.jpg', '富力桃园D区 精致2房 东南高层望江', '富力桃园  | 2室2厅 | 83平米 | 东南 | 精装 | 有电梯', '中楼层(共30层)2004年建塔楼  -  罗冲围', '310万', '单价37350元/平米')
('', '时代花生II 电梯四房 新精装', '时代花生Ⅱ  | 4室2厅 | 119.64平米 | 南 | 其他', '高楼层(共32层)塔楼  -  同和', '550万', '单价45972元/平米')
('', '梅苑小区 实用三房 采光通风', '梅苑小区  | 3室1厅 | 77平米 | 北 | 其他 | 有电梯', '低楼层(共9层)1999年建塔楼  -  同和', '335万', '单价43507元/平米')
('', '汇侨新城南区 3室2厅 290万', '汇侨新城南区  | 3室2厅 | 82.58平米 | 东南 | 简装 | 无电梯', '中楼层(共9层)2000年建塔楼  -  新市', '290万', '单价35118元/平米')
('https://image1.ljcdn.com/440100-inspection/73da6c9e-6d0a-42ad-86fa-a33560d30073.jpg.296x216.jpg', '云东小区 方正三房', '云东小区  | 3室1厅 | 96平米 | 南 | 其他 | 无电梯', '中楼层(共9层)1997年建塔楼  -  同和', '295万', '单价30730元/平米')
('', '时代花生2 户型方正 带花园 电梯高层', '时代花生Ⅱ  | 3室2厅 | 87平米 | 南 | 其他', '中楼层(共32层)塔楼  -  同和', '400万', '单价45978元/平米')
('https://image1.ljcdn.com/440100-inspection/15c4bf61-8440-4e2f-b7e1-85ed948b370d.JPG.296x216.jpg', '时代玫瑰园 实用两房 交通方便', '时代玫瑰园  | 2室2厅 | 71平米 | 西北 | 其他 | 有电梯', '高楼层(共13层)2004年建塔楼  -  白云大道北', '288万', '单价40564元/平米')
('https://image1.ljcdn.com/440100-inspection/46f759bb-19ac-4e1a-902d-55fa54994edb.jpg.296x216.jpg', '恒大御景半岛 3室2厅 338万', '恒大御景半岛  | 3室2厅 | 125平米 | 东南 | 其他 | 有电梯', '高楼层(共31层)2007年建塔楼  -  金沙洲', '338万', '单价27040元/平米')
('', '倚绿山庄 3室2厅 360万', '倚绿山庄  | 3室2厅 | 109.79平米 | 南 西北 | 其他 | 无电梯', '中楼层(共6层)2000年建塔楼  -  南湖', '360万', '单价32790元/平米')
('https://image1.ljcdn.com/440100-inspection/d71efd25-5d35-4b6c-a556-a4ce18525cfc.jpg.296x216.jpg', '金碧雅苑 实用两房 户型方正', '金碧雅苑  | 2室2厅 | 71平米 | 东 | 其他 | 有电梯', '高楼层(共17层)2005年建塔楼  -  白云大道北', '319.5万', '单价45000元/平米')
('https://image1.ljcdn.com/440100-inspection/d83bb461-cc73-458c-b2d7-ad5e82fa8a92.jpg.296x216.jpg', '百荣园 南向精装修三房 厅大房大 采光好', '百荣园  | 3室1厅 | 129平米 | 南 | 其他 | 无电梯', '高楼层(共9层)2000年建塔楼  -  机场路', '348万', '单价26977元/平米')
('https://image1.ljcdn.com/440100-inspection/37b95aac-d5a3-4946-9648-cd2a35677727.jpg.296x216.jpg', '白云祥景花园 温馨安静三房 中楼层', '祥景花园  | 3室1厅 | 80.94平米 | 北 | 其他 | 无电梯', '中楼层(共9层)2000年建塔楼  -  黄石路', '210万', '单价25946元/平米')
('https://image1.ljcdn.com/440100-inspection/4ebaae4c-1344-4465-a714-3f766777251c.jpg.296x216.jpg', '万科蓝山 4室2厅 438万', '万科蓝山  | 4室2厅 | 124.4平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2007年建塔楼  -  南湖', '438万', '单价35210元/平米')
('', '金域蓝湾 3室2厅 468万', '金域蓝湾  | 3室2厅 | 106.21平米 | 东南 | 其他 | 有电梯', '低楼层(共25层)2008年建塔楼  -  金沙洲', '468万', '单价44064元/平米')
('https://image1.ljcdn.com/440100-inspection/0e654b92-8222-4be0-be03-5e67a9053a09.JPG.296x216.jpg', '春庭花园 精装一房 可注册办公 公寓单间', '春庭花园  | 1室0厅 | 29.45平米 | 西 | 其他 | 无电梯', '低楼层(共2层)1999年建塔楼  -  白云山风景区', '44万', '单价14941元/平米')
('https://image1.ljcdn.com/440100-inspection/56d50fab-426c-4ed1-8ebe-4fb68aa7b49f.jpg.296x216.jpg', '金域蓝湾 1室1厅 220万', '金域蓝湾  | 1室1厅 | 56.03平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2008年建塔楼  -  金沙洲', '220万', '单价39265元/平米')
('https://image1.ljcdn.com/440100-inspection/9edeac5a-8e65-4528-a9bc-6bbc5ef27cda.jpg.296x216.jpg', '时代糖果 实用三房 格局方正', '时代糖果二期  | 3室2厅 | 87.32平米 | 东北 | 其他 | 有电梯', '高楼层(共17层)塔楼  -  金沙洲', '200万', '单价22905元/平米')
('https://image1.ljcdn.com/440100-inspection/1f726f2b-ebd0-4798-8283-94db1ebe0204.jpg.296x216.jpg', '汇侨新城南区 电梯高层 方正三房 保养好', '汇侨新城南区  | 3室1厅 | 109平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2000年建塔楼  -  新市', '360万', '单价33028元/平米')
('https://image1.ljcdn.com/440100-inspection/66af234e-5b93-40b8-b027-c8953843862a.jpg.296x216.jpg', '松溪花园 3室1厅 260万', '松溪花园  | 3室1厅 | 101.74平米 | 东南 | 其他 | 无电梯', '中楼层(共9层)塔楼  -  罗冲围', '260万', '单价25556元/平米')
('', '香柏广场 两房两厅 户型方正', '恒骏花园香柏广场  | 2室2厅 | 78平米 | 西北 | 其他 | 有电梯', '高楼层(共30层)2010年建塔楼  -  同和', '395万', '单价50642元/平米')
('', '白云山中药厂宿舍 方正三房 低楼层', '白云山中药厂宿舍  | 3室1厅 | 110平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)塔楼  -  同和', '260万', '单价23637元/平米')
('', '恒骏花园 电梯三房', '恒骏花园  | 3室2厅 | 114.38平米 | 东 | 其他 | 有电梯', '中楼层(共9层)2002年建塔楼  -  同和', '513万', '单价44851元/平米')
('https://image1.ljcdn.com/440100-inspection/e8f6de75-c796-4a06-8fba-4e4ef9e1e3ec.jpg.296x216.jpg', '金碧雅苑 温馨两房 北向电梯房 满五年修', '金碧雅苑  | 2室2厅 | 71.53平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2005年建塔楼  -  白云大道北', '300万', '单价41941元/平米')
('https://image1.ljcdn.com/440100-inspection/c85f32e2-de57-416e-8715-1f55689ef62b.jpg.296x216.jpg', '云山居 厅出阳台 方正两房 位置安静', '云山居  | 2室1厅 | 67.02平米 | 北 | 精装 | 无电梯', '高楼层(共5层)2000年建塔楼  -  白云山风景区', '201.1万', '单价30000元/平米')
('https://image1.ljcdn.com/440100-inspection/dbf8e49e-77ae-4eb9-9115-7b79fd5bde12.jpg.296x216.jpg', '白云高尔夫花园东区 3室2厅 395万', '白云高尔夫花园东区  | 3室2厅 | 101.23平米 | 西 | 其他 | 有电梯', '高楼层(共13层)2002年建塔楼  -  黄石路', '395万', '单价39021元/平米')
('', '香柏广场 电梯两房 实用户型', '恒骏花园香柏广场  | 2室2厅 | 78平米 | 东北 | 其他 | 有电梯', '中楼层(共30层)2010年建塔楼  -  同和', '400万', '单价51283元/平米')
('', '华发四季 毛坯四房，安静舒适', '华发四季名苑  | 4室2厅 | 184平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)塔楼  -  白云大道北', '1050万', '单价57066元/平米')
('https://image1.ljcdn.com/440100-inspection/36dc8d40-442d-4b31-8b69-16a2b835566a.jpg.296x216.jpg', '元邦航空家园 东南向高层 复式两层采光好', '元邦航空家园  | 3室2厅 | 86.22平米 | 东南 | 其他 | 有电梯', '高楼层(共15层)2004年建塔楼  -  黄石路', '499万', '单价57876元/平米')
('', '三元里大道 白沙新村 实用小三房 精装修', '白沙新村  | 3室1厅 | 70.42平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1998年建塔楼  -  机场路', '179.6万', '单价25500元/平米')
('https://image1.ljcdn.com/440100-inspection/5a4f8468-a952-43ab-a272-bca1d5c3cfff.jpg.296x216.jpg', '岭南新世界 南向两房', '岭南新世界  | 3室2厅 | 92平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2008年建塔楼  -  白云大道北', '390万', '单价42392元/平米')
('https://image1.ljcdn.com/440100-inspection/d6f2970e-0509-4346-a586-9b99b52f8ba0.jpg.296x216.jpg', '富力半岛花园 2室1厅 240万', '富力半岛花园  | 2室1厅 | 65.61平米 | 西北 | 其他 | 有电梯', '中楼层(共27层)2002年建塔楼  -  罗冲围', '240万', '单价36580元/平米')
('', '岭南新世界 南向三房', '岭南新世界  | 3室2厅 | 92平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2000年建塔楼  -  白云大道北', '382万', '单价41522元/平米')
('', '云凯雅寓 装修保养好 家私电器齐', '佳润云凯雅寓  | 1室1厅 | 40.79平米 | 东南 | 其他', '低楼层(共14层)塔楼  -  南湖', '135万', '单价33097元/平米')
('https://image1.ljcdn.com/440100-inspection/de788d64-78bb-4971-8877-a77d144f789d.jpg.296x216.jpg', '地铁口 两房 家私电器齐', '汇美苑  | 2室1厅 | 72平米 | 东 | 简装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  机场路', '210万', '单价29167元/平米')
('', '天河星荟 精装五房 南向方正', '圣地天河星荟  | 4室2厅 | 180.94平米 | 西 | 其他', '低楼层(共10层)2011年建塔楼  -  同和', '800万', '单价44214元/平米')
('https://image1.ljcdn.com/440100-inspection/49e5a1c5-5292-45ca-951d-45105a3d7427.jpg.296x216.jpg', '岭南新世界 望花园 精装北向', '岭南新世界  | 3室2厅 | 98平米 | 北 | 其他 | 有电梯', '高楼层(共14层)2008年建塔楼  -  白云大道北', '458万', '单价46735元/平米')
('', '富力阳光美居 3室2厅 350万', '富力阳光美居  | 3室2厅 | 95.94平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2001年建塔楼  -  黄石路', '350万', '单价36482元/平米')
('', '托斯卡纳 精装五房 自住舒心', '托斯卡纳  | 5室2厅 | 194.07平米 | 西南 | 其他 | 有电梯', '低楼层(共12层)2009年建塔楼  -  南湖', '630万', '单价32463元/平米')
('https://image1.ljcdn.com/440100-inspection/c8e22881-de37-4435-9a9b-8bc92f00a9a9.jpg.296x216.jpg', '景泰新村 精致两房 一梯两户 南北对流', '景泰新村景泰北街  | 2室1厅 | 72.44平米 | 南 | 精装 | 无电梯', '高楼层(共8层)1990年建塔楼  -  广园路', '205万', '单价28300元/平米')
