('https://image1.ljcdn.com/440100-inspection/6b573c3a-c4c0-4c40-b022-71347142fc48.jpg.296x216.jpg', '凤凰城凤仪苑经典四房', '碧桂园凤凰城凤仪苑  | 4室2厅 | 136.93平米 | 东北 | 精装 | 无电梯', '高楼层(共6层)2002年建塔楼  -  凤凰城', '280万', '单价20449元/平米')
('https://image1.ljcdn.com/440100-inspection/0c3ae879-3584-45ac-825f-0a7fd5b31368.jpg.296x216.jpg', '翡翠绿洲 森林半岛 精装三房', '翡翠绿洲森林半岛  | 3室2厅 | 104平米 | 东 | 其他 | 有电梯', '中楼层(共11层)2011年建塔楼  -  凤凰城', '245万', '单价23558元/平米')
('https://image1.ljcdn.com/440100-inspection/d0461810-4566-4e5e-a6a6-4111778497a9.jpg.296x216.jpg', '碧桂园凤凰城凤凰名苑 4室2厅 380万', '碧桂园凤凰城凤凰名苑  | 4室2厅 | 140.68平米 | 南 北 | 其他 | 无电梯', '低楼层(共32层)塔楼  -  凤凰城', '380万', '单价27012元/平米')
('https://image1.ljcdn.com/440100-inspection/44a2520b-00a5-455a-9720-5fa4c87703ba.jpg.296x216.jpg', '群星新村 精装四房 地铁十三线', '群星新邨  | 4室2厅 | 162.12平米 | 南 | 其他 | 有电梯', '中楼层(共24层)塔楼  -  新塘', '360万', '单价22206元/平米')
('https://image1.ljcdn.com/440100-inspection/4be0c767-34b1-45a7-80a9-863132720345.jpg.296x216.jpg', '大单间，可改两房！地铁口400米', '顶好大厦  | 2室1厅 | 62.56平米 | 东 | 其他 | 有电梯', '中楼层(共6层)2004年建板楼  -  新塘', '88万', '单价14067元/平米')
('https://image1.ljcdn.com/440100-inspection/7be388a9-4bb7-4ad2-ac78-30ac74755bbe.jpg.296x216.jpg', '凤凰城 精装三房 采光通透', '碧桂园凤凰城凤天苑  | 3室2厅 | 106.97平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2002年建塔楼  -  凤凰城', '275万', '单价25709元/平米')
('https://image1.ljcdn.com/440100-inspection/2ea09e9d-cb36-4ce7-a494-bfd74059eb88.jpg.296x216.jpg', '海宇大厦 中高层 装修保养好，格局方正', '海宇大厦  | 2室2厅 | 86平米 | 东 | 其他 | 无电梯', '高楼层(共8层)板楼  -  新塘', '110万', '单价12791元/平米')
('https://image1.ljcdn.com/440100-inspection/8a57df84-68c6-46ff-9520-c92d359f1843.jpg.296x216.jpg', '凤凰城凤馨苑 两房推荐 中间位置 安静', '碧桂园凤凰城凤馨苑  | 2室2厅 | 97平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2002年建塔楼  -  凤凰城', '263万', '单价27114元/平米')
('https://image1.ljcdn.com/440100-inspection/482fb735-946a-4656-a6fe-959d5be60d0a.jpg.296x216.jpg', '城市家园二期 3室2厅 180万', '城市家园二期  | 3室2厅 | 91.74平米 | 北 | 其他', '中楼层(共28层)塔楼  -  新塘', '180万', '单价19621元/平米')
('https://image1.ljcdn.com/440100-inspection/d48db0df-c3d5-4b25-bf91-fa7f2e2e0394.jpg.296x216.jpg', '力诚凯怡湾 交通便利 精装两房', '力诚凯怡湾  | 2室2厅 | 84.53平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2013年建塔楼  -  新塘', '205万', '单价24252元/平米')
('https://image1.ljcdn.com/440100-inspection/f3b07429-65c4-474c-9745-abf18294e0cd.jpg.296x216.jpg', '新世界花园  精装三房  南北对流', '新塘新世界花园  | 3室1厅 | 140.83平米 | 南 | 其他 | 无电梯', '中楼层(共7层)塔楼  -  新塘', '300万', '单价21303元/平米')
('https://image1.ljcdn.com/440100-inspection/85e1c40f-0872-47f2-843d-09f4dcc5a331.jpg.296x216.jpg', '凤晴苑 南向高层 前无遮挡 望别墅景观 两梯七户', '碧桂园凤凰城凤晴苑  | 1室1厅 | 47.25平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2002年建塔楼  -  凤凰城', '125万', '单价26456元/平米')
('https://image1.ljcdn.com/440100-inspection/724a32f8-804f-49a2-b597-db89ab30c6cb.jpg.296x216.jpg', '锦绣天伦花园 精装两房 社区环境好', '锦绣天伦花园  | 2室2厅 | 80.56平米 | 北 | 其他 | 有电梯', '中楼层(共32层)塔楼  -  新塘', '201.4万', '单价25000元/平米')
('https://image1.ljcdn.com/440100-inspection/2a7200eb-7374-4b79-8528-21776f3f158e.jpg.296x216.jpg', '凤岭苑 精装三房 视野开阔无遮挡', '碧桂园凤凰城凤岭苑  | 3室2厅 | 121.2平米 | 东 | 精装 | 无电梯', '低楼层(共3层)2002年建板楼  -  凤凰城', '285万', '单价23515元/平米')
('https://image1.ljcdn.com/440100-inspection/a51c4e93-3cf5-49eb-93a6-01986de23719.jpg.296x216.jpg', '力城凯怡湾 高楼层 保养好 视野开阔', '力诚凯怡湾  | 1室1厅 | 39.21平米 | 东南 | 其他 | 有电梯', '高楼层(共31层)2013年建塔楼  -  新塘', '88万', '单价22444元/平米')
('https://image1.ljcdn.com/440100-inspection/8c1a8e3d-ea42-44f3-a33a-b8c44bb14b99.jpg.296x216.jpg', '凤岭苑 精装三房 安静舒适', '碧桂园凤凰城凤岭苑  | 3室2厅 | 176平米 | 南 | 其他 | 无电梯', '高楼层(共4层)板楼  -  凤凰城', '400万', '单价22728元/平米')
('https://image1.ljcdn.com/440100-inspection/733d166c-02c0-43f7-bf8b-934ffdca7bd6.jpg.296x216.jpg', '新世界花园 南向精装三房', '新塘新世界花园嘉乐苑  | 3室2厅 | 110平米 | 南 | 其他 | 无电梯', '高楼层(共6层)塔楼  -  新塘', '230万', '单价20910元/平米')
('https://image1.ljcdn.com/440100-inspection/a3acb185-767f-45d2-bd7c-7a9e7d78d696.jpg.296x216.jpg', '顺欣广场 3室2厅 290万', '顺欣广场  | 3室2厅 | 116平米 | 南 北 | 其他 | 有电梯', '低楼层(共23层)塔楼  -  新塘', '290万', '单价25000元/平米')
('https://image1.ljcdn.com/440100-inspection/1773ae03-02b0-4295-9e10-f6988a5cbabe.jpg.296x216.jpg', '金泽 三房两卫', '金泽豪庭  | 3室2厅 | 125平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2007年建塔楼  -  新塘', '300万', '单价24000元/平米')
('https://image1.ljcdn.com/440100-inspection/b5812e91-b832-4320-8473-5bdf99eb8647.jpg.296x216.jpg', '精装三房 送家私家电 保养好', '锦绣新天地  | 3室2厅 | 134平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2012年建塔楼  -  新塘', '320万', '单价23881元/平米')
('https://image1.ljcdn.com/440100-inspection/e0ba9bbe-6979-4d4b-ba69-160d976ef1df.jpg.296x216.jpg', '新世界花园  中层东南向实用3房', '新塘新世界花园嘉华苑  | 3室2厅 | 103平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)塔楼  -  新塘', '210万', '单价20389元/平米')
('https://image1.ljcdn.com/440100-inspection/30bf41d3-8a09-41da-af43-b8abc290d990.jpg.296x216.jpg', '汇东国际 精装两房', '汇东国际花园  | 2室2厅 | 88平米 | 北 | 其他 | 有电梯', '高楼层(共28层)2017年建塔楼  -  新塘', '225万', '单价25569元/平米')
('https://image1.ljcdn.com/440100-inspection/153e1d55-3d54-40b8-b406-186990999d0a.jpg.296x216.jpg', '宏城汇 电梯精装一房', '新都盛世名门宏城汇  | 1室1厅 | 48.48平米 | 北 | 其他 | 有电梯', '中楼层(共21层)2012年建塔楼  -  新塘', '125万', '单价25784元/平米')
('https://image1.ljcdn.com/440100-inspection/c3019cfa-1afb-41d6-af8a-3849c4057da2.jpg.296x216.jpg', '碧桂园凤凰城 凤仪苑 实用三房', '碧桂园凤凰城凤仪苑  | 3室2厅 | 105平米 | 西北 | 简装 | 无电梯', '中楼层(共6层)2002年建塔楼  -  凤凰城', '230万', '单价21905元/平米')
('https://image1.ljcdn.com/440100-inspection/6127acba-026c-45d1-a81d-6149b8b21ca6.jpg.296x216.jpg', '凤妍苑 精致三房 送家私 送车位', '碧桂园凤凰城凤妍苑  | 3室2厅 | 95平米 | 北 | 精装 | 有电梯', '低楼层(共17层)2002年建塔楼  -  凤凰城', '248万', '单价26106元/平米')
('https://image1.ljcdn.com/440100-inspection/620b53c6-70e3-463e-a6f9-4cf7b72f79e6.jpg.296x216.jpg', '金泽 舒适三房', '金泽豪庭  | 3室2厅 | 143.22平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2009年建塔楼  -  新塘', '315万', '单价21995元/平米')
('https://image1.ljcdn.com/440100-inspection/5ceec08e-fb99-42cb-82b4-902d9d6011bc.jpg.296x216.jpg', '楼龄新 朝向好 户型方正 地铁', '新塘新世界花园万象苑  | 3室2厅 | 95.7平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2012年建塔楼  -  新塘', '237万', '单价24765元/平米')
('https://image1.ljcdn.com/440100-inspection/5ece18cc-e275-4693-930f-c3c31c8d5e67.jpg.296x216.jpg', '凤馨苑 精装东向三房 高楼层 视野开阔', '碧桂园凤凰城凤馨苑  | 3室2厅 | 97.47平米 | 东 | 精装 | 有电梯', '高楼层(共18层)2002年建塔楼  -  凤凰城', '250万', '单价25649元/平米')
('https://image1.ljcdn.com/440100-inspection/1270f687-d112-422a-b130-4c59a8462805.jpg.296x216.jpg', '凤凰城凤馨苑 精装3房 保养新', '碧桂园凤凰城凤馨苑  | 3室2厅 | 92.46平米 | 西 | 精装 | 有电梯', '中楼层(共18层)2002年建塔楼  -  凤凰城', '240万', '单价25958元/平米')
('https://image1.ljcdn.com/440100-inspection/3e7a4419-3550-42af-b401-ff49452d526f.jpg.296x216.jpg', '翡翠绿洲森林半岛 3室2厅 300万', '翡翠绿洲森林半岛  | 3室2厅 | 118.83平米 | 东 | 精装 | 有电梯', '低楼层(共21层)2015年建塔楼  -  凤凰城', '300万', '单价25247元/平米')
('https://image1.ljcdn.com/440100-inspection/21b40779-32c8-472d-811d-7e4f3b61a9b1.jpg.296x216.jpg', '（lianjia）户型开阔 采光好', '碧桂园凤凰城凤晴苑  | 1室0厅 | 52.85平米 | 西南 | 简装 | 有电梯', '中楼层(共28层)2002年建塔楼  -  凤凰城', '128万', '单价24220元/平米')
('https://image1.ljcdn.com/440100-inspection/817e63ad-5024-4387-a3b3-2208d4808691.jpg.296x216.jpg', '汇东国际 毛坯 南向两房', '汇东国际花园  | 2室2厅 | 88平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2016年建塔楼  -  新塘', '215万', '单价24432元/平米')
('', '新世界花园 万象苑 中层望花园 精装两房', '新塘新世界花园万象苑  | 2室2厅 | 78.5平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2009年建塔楼  -  新塘', '210万', '单价26752元/平米')
('https://image1.ljcdn.com/440100-inspection/93e4d75a-4f73-4b9f-a27e-91a1f7e6c97f.jpg.296x216.jpg', '惠百氏广场 交通便利', '惠百氏广场  | 2室2厅 | 75.04平米 | 西 | 其他 | 有电梯', '中楼层(共18层)塔楼  -  新塘', '200万', '单价26653元/平米')
('', '惠百氏广场 精装两房 中楼层', '惠百氏广场  | 2室2厅 | 75.06平米 | 西 | 其他 | 有电梯', '低楼层(共18层)塔楼  -  新塘', '186万', '单价24781元/平米')
('', '优质小区 带天台 三层复式 业主诚心卖', '新康花园  | 4室3厅 | 145.37平米 | 南 | 其他 | 无电梯', '高楼层(共7层)塔楼  -  新塘', '290万', '单价19950元/平米')
('', '新世界花园 精装修 朝向户型采光好', '新塘新世界花园嘉华苑  | 3室1厅 | 92平米 | 东北 | 其他 | 无电梯', '低楼层(共7层)塔楼  -  新塘', '210万', '单价22827元/平米')
('', '碧桂园凤凰城凤凰名苑 4室2厅 373万', '碧桂园凤凰城凤凰名苑  | 4室2厅 | 140平米 | 南 北 | 其他', '高楼层(共30层)塔楼  -  凤凰城', '373万', '单价26643元/平米')
('', '假日花园两房 交通便利 保养良好', '假日花园  | 2室2厅 | 67.67平米 | 南 | 其他 | 有电梯', '低楼层(共18层)塔楼  -  新塘', '180万', '单价26600元/平米')
('', '新塘广场 精装三房 中低楼层', '新塘广场  | 3室2厅 | 52.87平米 | 南 北 | 其他 | 有电梯', '低楼层(共29层)2000年建塔楼  -  新塘', '89.4万', '单价16900元/平米')
('https://image1.ljcdn.com/440100-inspection/85e8b248-2dd5-479f-89b2-4a63be77e803.jpg.296x216.jpg', '新塘广场 精装三房 中低楼层', '新塘广场  | 3室2厅 | 72.62平米 | 南 北 | 其他 | 有电梯', '低楼层(共29层)2000年建塔楼  -  新塘', '122.8万', '单价16899元/平米')
('', '东方名都 精装3房，交通方便', '东方名都  | 3室2厅 | 159.39平米 | 西南 | 简装 | 有电梯', '低楼层(共23层)2012年建塔楼  -  新塘', '370万', '单价23214元/平米')
('', '一房放售 可改两房 高层望花园', '新都盛世名门宏城汇  | 1室1厅 | 48.48平米 | 北 | 精装 | 有电梯', '高楼层(共21层)2012年建塔楼  -  新塘', '125万', '单价25784元/平米')
('', '凤凰城 凤岭苑', '碧桂园凤凰城凤岭苑  | 3室2厅 | 121.5平米 | 东 | 其他 | 无电梯', '低楼层(共6层)2002年建板楼  -  凤凰城', '288万', '单价23704元/平米')
('', '汇东国际 宽敞三房 适中楼层', '汇东国际花园  | 3室2厅 | 95.68平米 | 南 北 | 精装 | 有电梯', '中楼层(共28层)2017年建塔楼  -  新塘', '270万', '单价28220元/平米')
('', '汇东国际花园 2室1厅 235万', '汇东国际花园  | 2室1厅 | 87.2平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2016年建塔楼  -  新塘', '235万', '单价26950元/平米')
('', '金泽豪庭 3室2厅 350万', '金泽豪庭  | 3室2厅 | 125.63平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2007年建塔楼  -  新塘', '350万', '单价27860元/平米')
('https://image1.ljcdn.com/440100-inspection/5da8d6a9-3e9e-4bda-8531-23acc246966c.jpg.296x216.jpg', '森林半岛   东向三房   满两年', '翡翠绿洲森林半岛  | 3室2厅 | 101.15平米 | 东 | 其他 | 有电梯', '高楼层(共24层)2011年建塔楼  -  凤凰城', '235万', '单价23233元/平米')
('https://image1.ljcdn.com/440100-inspection/7de8651b-0dfb-43bd-952f-f810ec6e1a9a.jpg.296x216.jpg', '美业阁 3室2厅 160万', '美业阁  | 3室2厅 | 91.54平米 | 南 | 其他 | 无电梯', '低楼层(共7层)塔楼  -  新塘', '160万', '单价17479元/平米')
('https://image1.ljcdn.com/440100-inspection/46a891f0-76d1-4d0c-8fbd-2656e3d83f04.jpg.296x216.jpg', '新康花园 2室2厅 180万', '新康花园  | 2室2厅 | 95.65平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  新塘', '180万', '单价18819元/平米')
('https://image1.ljcdn.com/440100-inspection/871f933a-939e-4748-bc83-9213d232171e.jpg.296x216.jpg', '金泽豪庭 2室2厅 150万', '金泽豪庭  | 2室2厅 | 52.97平米 | 北 | 其他 | 有电梯', '高楼层(共32层)2009年建塔楼  -  新塘', '150万', '单价28318元/平米')
('https://image1.ljcdn.com/440100-inspection/ce441fee-ffe6-427d-83f3-827ec7f7dfe7.jpg.296x216.jpg', '东方名都 中高层采光好 交通便利', '东方名都  | 4室2厅 | 141.03平米 | 东北 | 毛坯 | 有电梯', '中楼层(共29层)2013年建塔楼  -  新塘', '350万', '单价24818元/平米')
('', '锦绣天伦花园 2室2厅 173万', '锦绣天伦花园  | 2室2厅 | 81.36平米 | 东南 北 | 其他 | 有电梯', '中楼层(共18层)2017年建塔楼  -  新塘', '173万', '单价21264元/平米')
('', '碧桂园凤凰城凤锦苑 3室2厅 430万', '碧桂园凤凰城凤锦苑  | 3室2厅 | 134.66平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2002年建塔楼  -  凤凰城', '430万', '单价31933元/平米')
('', '东方名都 4室2厅 360万', '东方名都  | 4室2厅 | 175.42平米 | 东南 | 其他 | 有电梯', '低楼层(共29层)2013年建塔楼  -  新塘', '360万', '单价20523元/平米')
('', '新康花园康馨1房 南向电梯 看房方便', '新康花园康馨苑  | 1室1厅 | 55.1平米 | 北 | 其他', '高楼层(共11层)塔楼  -  新塘', '103万', '单价18694元/平米')
('', '新康花园康馨苑 1室0厅 70万', '新康花园康馨苑  | 1室0厅 | 37.69平米 | 南 | 其他', '中楼层(共11层)塔楼  -  新塘', '70万', '单价18573元/平米')
('https://image1.ljcdn.com/440100-inspection/d868b35b-2a52-4c17-8efa-d5d2e3638df4.jpg.296x216.jpg', '汇东国际 中层一房 南向', '汇东国际花园  | 1室0厅 | 41.66平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2012年建塔楼  -  新塘', '110万', '单价26405元/平米')
('', '广州海伦堡 精装修 电梯三房', '广州海伦堡  | 3室2厅 | 96平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2012年建塔楼  -  新塘', '220万', '单价22917元/平米')
('', '翡翠绿洲 精装三房 满两年 楼层好', '翡翠绿洲森林半岛  | 3室2厅 | 106.7平米 | 东 | 简装 | 有电梯', '高楼层(共25层)2011年建塔楼  -  凤凰城', '232万', '单价21744元/平米')
('', '凤馨苑 精装南向3房 带主套', '碧桂园凤凰城凤馨苑  | 3室2厅 | 94.9平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2002年建塔楼  -  凤凰城', '228万', '单价24026元/平米')
('https://image1.ljcdn.com/440100-inspection/bb477f31-d474-4b21-939c-c0cc30e666d1.jpg.296x216.jpg', '惠百氏广场一房一厅', '惠百氏广场  | 1室1厅 | 50.87平米 | 西 | 其他 | 有电梯', '中楼层(共11层)塔楼  -  新塘', '140万', '单价27522元/平米')
('', '翡翠绿洲 精装大三房', '翡翠绿洲森林半岛  | 3室2厅 | 138.87平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2011年建塔楼  -  凤凰城', '350万', '单价25204元/平米')
('', '南向两房房一厅，证过两年', '群星花园  | 2室2厅 | 87平米 | 南 北 | 其他 | 无电梯', '高楼层(共8层)板楼  -  新塘', '128万', '单价14713元/平米')
('', '凤凰城凤馨苑 靠门岗位置 南向两房 保养新', '碧桂园凤凰城凤馨苑  | 2室2厅 | 86平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2002年建塔楼  -  凤凰城', '199万', '单价23140元/平米')
('', '凤凰城 凤岭苑 舒适大三房 保养好', '碧桂园凤凰城凤岭苑  | 3室2厅 | 121平米 | 东北 | 简装 | 有电梯', '中楼层(共11层)2002年建塔楼  -  凤凰城', '300万', '单价24794元/平米')
('https://image1.ljcdn.com/440100-inspection/33d0ebe5-d1df-40c5-8ff5-89af072f1c4b.jpg.296x216.jpg', '凤凰城北部交通点，高层南向配套公立双校', '碧桂园凤凰城凤晴苑  | 2室2厅 | 80.46平米 | 南 | 精装 | 有电梯', '高楼层(共22层)2002年建塔楼  -  凤凰城', '220万', '单价27343元/平米')
('https://image1.ljcdn.com/440100-inspection/3f2d3cd5-53be-4576-97a7-950c4c9ab3de.jpg.296x216.jpg', '汇东国际花园 满5年 保养好', '汇东国际花园  | 1室1厅 | 57平米 | 北 | 其他 | 有电梯', '中楼层(共26层)2012年建塔楼  -  新塘', '140万', '单价24562元/平米')
('https://image1.ljcdn.com/440100-inspection/b26a0ad7-115e-4b17-a1ec-c2b7aea21388.jpg.296x216.jpg', '官湖地铁精装两房 朝小区居住安静 中高楼层采光通风好', '锦绣天伦花园  | 2室2厅 | 80.55平米 | 北 | 其他', '低楼层(共32层)塔楼  -  新塘', '180万', '单价22347元/平米')
('', '美业阁 一房一厅 局隔方正', '美业阁  | 1室1厅 | 38.76平米 | 北 | 其他 | 无电梯', '高楼层(共7层)塔楼  -  新塘', '70万', '单价18060元/平米')
('', '汇美体育花园   3房两厅  望游泳池', '汇美体育花园  | 3室2厅 | 124.5平米 | 南 | 其他 | 有电梯', '低楼层(共24层)塔楼  -  新塘', '258万', '单价20723元/平米')
('https://image1.ljcdn.com/440100-inspection/da8912e2-fc51-4b13-aa80-f3fad3bfb0d4.jpg.296x216.jpg', '亚太新城富丽园 南向两房', '亚太新城富丽园  | 2室2厅 | 82平米 | 南 | 其他 | 无电梯', '低楼层(共7层)塔楼  -  新塘', '148万', '单价18049元/平米')
('https://image1.ljcdn.com/440100-inspection/10187b64-77d1-4345-8432-df800079a45c.jpg.296x216.jpg', '现代城市花园 温馨精装三房 中高楼层', '现代城市花园  | 3室2厅 | 107.73平米 | 北 | 其他 | 有电梯', '中楼层(共18层)塔楼  -  新塘', '290万', '单价26920元/平米')
('', '合生湖山国际 3室2厅 310万', '合生湖山国际  | 3室2厅 | 131.93平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2008年建塔楼  -  凤凰城', '310万', '单价23498元/平米')
('', '嘉骏豪苑  环境好 交通便利 精装四房', '嘉骏豪苑  | 4室2厅 | 124.89平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2008年建塔楼  -  新塘', '218万', '单价17456元/平米')
