('https://image1.ljcdn.com/440100-inspection/6041f7ad-fc9d-431d-b322-271380747104.jpg.296x216.jpg', '小康人家 2室2厅 360万', '小康人家  | 2室2厅 | 89.76平米 | 西南 | 其他 | 有电梯', '中楼层(共11层)2002年建塔楼  -  坑口', '360万', '单价40107元/平米')
('', '富力广场 厅出阳台 望花园 精致装修', '富力广场S区  | 4室2厅 | 181平米 | 南 | 其他 | 有电梯', '低楼层(共22层)2005年建塔楼  -  中山八', '960万', '单价53039元/平米')
('', '荔港 D区 望花园 南北通透 厅出阳台', '荔港南湾  | 2室2厅 | 73.88平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2008年建塔楼  -  南岸路', '320万', '单价43314元/平米')
('', '中铁荔湾城 精装三房 花园小区', '中铁荔湾国际城  | 3室2厅 | 98平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2015年建塔楼  -  龙溪', '378万', '单价38572元/平米')
('', '富力环市西苑 北向高层两房  电梯楼房', '富力环市西苑  | 2室1厅 | 63平米 | 北 | 其他 | 有电梯', '高楼层(共15层)塔楼  -  西村', '350万', '单价55556元/平米')
('', '蓬莱路 私房一栋 环境干净', '蓬莱路   | 独栋别墅 | 7室1厅 | 140.33平米 | 南 | 其他', '1层暂无数据  -  黄沙', '400万', '单价28505元/平米')
('', '十二甫西街 方正三房 通风采光好', '丛桂路  | 3室2厅 | 91.87平米 | 东 | 其他 | 无电梯', '高楼层(共8层)1994年建塔楼  -  黄沙', '250万', '单价27213元/平米')
('', '金宇花园 舒适两房 南向望花园', '金宇花园  | 2室2厅 | 72平米 | 东南 | 其他 | 无电梯', '高楼层(共9层)1996年建塔楼  -  东塱', '175万', '单价24306元/平米')
('', '四季花园 2室1厅 290万', '四季花园  | 2室1厅 | 74.8平米 | 东北 | 其他 | 有电梯', '高楼层(共18层)2004年建塔楼  -  坑口', '290万', '单价38771元/平米')
('', '逸翠湾 两房 黄沙地铁站 封闭式小区 高素质', '逸翠湾  | 2室2厅 | 89.37平米 | 西北 | 其他 | 有电梯', '低楼层(共27层)2009年建塔楼  -  黄沙', '550万', '单价61542元/平米')
('', '珠岛花园 3房2厅2卫 低层实用', '珠岛花园  | 3室2厅 | 100平米 | 南 | 其他 | 无电梯', '中楼层(共9层)1995年建塔楼  -  大坦沙', '290万', '单价29000元/平米')
('', '新世界逸彩庭园 2房装修 地铁5号线', '新世界逸彩庭园G区  | 2室1厅 | 79平米 | 东 | 其他 | 有电梯', '高楼层(共18层)2007年建塔楼  -  滘口', '300万', '单价37975元/平米')
('', '荔景华庭 东南向电梯三房', '荔景华庭  | 3室2厅 | 96平米 | 东南 | 其他 | 有电梯', '中楼层(共15层)2011年建塔楼  -  西关', '460万', '单价47917元/平米')
('https://image1.ljcdn.com/440100-inspection/382fd5a9-b8fa-4c42-baa3-997514d0ffcd.jpg.296x216.jpg', '城启晴选 配套成熟 户型方正', '城启晴轩  | 2室1厅 | 67.57平米 | 西南 | 其他 | 有电梯', '高楼层(共26层)2003年建塔楼  -  西关', '300万', '单价44399元/平米')
('https://image1.ljcdn.com/440100-inspection/5dd73ace-7257-4df1-82ab-6dac3e24094e.jpg.296x216.jpg', '文昌南路 交通方便', '骏业阁  | 2室1厅 | 85平米 | 西南 | 其他 | 有电梯', '高楼层(共25层)2008年建塔楼  -  西关', '420万', '单价49412元/平米')
('https://image1.ljcdn.com/440100-inspection/32a9afa5-89fa-413c-913b-5d81be628449.jpg.296x216.jpg', '珠岛花园 低层两房 方正实用', '珠岛花园  | 2室2厅 | 41.74平米 | 西 | 其他 | 无电梯', '中楼层(共9层)1995年建塔楼  -  大坦沙', '132万', '单价31625元/平米')
('https://image1.ljcdn.com/440100-inspection/cc61b14b-ee8d-4f13-bc66-ee5ffb41f9af.jpg.296x216.jpg', '珠岛花园 电梯精装三房 望花园', '珠岛花园  | 3室2厅 | 82.3平米 | 西北 | 其他 | 有电梯', '中楼层(共23层)1999年建塔楼  -  大坦沙', '328万', '单价39855元/平米')
('https://image1.ljcdn.com/440100-inspection/759b59d9-4978-404f-833e-70025b4ebd3b.jpg.296x216.jpg', '富力路 一房一厅 南源花园旁边 环境安静', '富力路  | 1室1厅 | 37.8平米 | 南 | 其他 | 无电梯', '高楼层(共9层)塔楼  -  南岸路', '110万', '单价29101元/平米')
('https://image1.ljcdn.com/440100-inspection/1b1f1cdd-3e2d-43b8-b03a-53da3ccfefc7.jpg.296x216.jpg', '名汇大厦 电梯三房 视野开阔', '名汇商业大厦  | 3室2厅 | 103平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2002年建塔楼  -  西关', '476万', '单价46214元/平米')
('https://image1.ljcdn.com/440100-inspection/f5ace39b-50cf-4df9-bb87-032ba9dc441f.jpg.296x216.jpg', '西堤二马路 电梯两房 采光通风好', '西堤二马路  | 2室1厅 | 63.2平米 | 南 北 | 简装 | 有电梯', '中楼层(共16层)塔楼  -  人民路', '238万', '单价37659元/平米')
('https://image1.ljcdn.com/440100-inspection/41eaff8d-07cc-4c03-8c34-e043da02174f.jpg.296x216.jpg', '逸彩庭园 园景单位 封闭管理', '新世界逸彩庭园朗逸庭  | 3室2厅 | 97.25平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2007年建塔楼  -  滘口', '390万', '单价40103元/平米')
('https://image1.ljcdn.com/440100-inspection/7b37b933-c593-4689-b50d-691271777834.jpg.296x216.jpg', '荔港南湾 精装三房 南北通透采光好 靓', '荔港南湾  | 3室1厅 | 76平米 | 北 | 简装 | 有电梯', '高楼层(共33层)2008年建塔楼  -  南岸路', '360万', '单价47369元/平米')
('https://image1.ljcdn.com/440100-inspection/3de5e2dc-e81f-4293-a4a5-33be2ca36c15.jpg.296x216.jpg', '新世界逸彩庭园 东南向 电梯两房', '新世界逸彩庭园F区  | 2室2厅 | 78.3平米 | 东南 | 其他 | 有电梯', '中楼层(共19层)2007年建塔楼  -  滘口', '320万', '单价40869元/平米')
('', '保利塞纳维拉 低层南向 园景单位', '保利塞纳维拉  | 3室1厅 | 112平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2015年建塔楼  -  龙溪', '380万', '单价33929元/平米')
('', '逸翠湾望花园两房 安静舒适', '逸翠湾  | 2室1厅 | 105平米 | 西北 | 其他 | 有电梯', '低楼层(共27层)2009年建塔楼  -  黄沙', '580万', '单价55239元/平米')
('https://image1.ljcdn.com/440100-inspection/b0521bda-8108-48a6-9fd4-b240f98d72ec.JPG.296x216.jpg', '中山八路 实用两房 正南靓向 通风采光好', '中山八路  | 1室1厅 | 36.94平米 | 北 | 其他 | 无电梯', '高楼层(共10层)板楼  -  中山八', '113万', '单价30591元/平米')
('https://image1.ljcdn.com/440100-inspection/d941b98e-98ee-4765-bdf5-559e4ea1ea0d.jpg.296x216.jpg', '保利塞纳维拉 电梯三房 环境优美', '保利塞纳维拉  | 3室1厅 | 96平米 | 东南 | 精装 | 有电梯', '高楼层(共17层)2015年建塔楼  -  龙溪', '318.8万', '单价33209元/平米')
('https://image1.ljcdn.com/440100-inspection/61c10227-ed78-4bf6-afce-32d8eb499879.jpg.296x216.jpg', '环市西路 地铁西村站25米', '君荟名轩  | 2室2厅 | 93.42平米 | 东 | 其他', '高楼层(共22层)塔楼  -  西村', '532.5万', '单价57000元/平米')
('https://image1.ljcdn.com/440100-inspection/466ce168-142e-4f75-bffe-d051adcb2e4b.jpg.296x216.jpg', ') 隽泷湾 正规实用三房 精装修', '路劲隽泷湾  | 3室2厅 | 91.94平米 | 北 | 其他 | 有电梯', '低楼层(共30层)2011年建塔楼  -  龙溪', '330万', '单价35893元/平米')
('https://image1.ljcdn.com/440100-inspection/438a0249-d913-4b98-8aba-37fcb1d585ad.jpg.296x216.jpg', '如意坊路 装修新净', '如意坊路鱼栏大街  | 1室1厅 | 43.74平米 | 西 | 其他 | 无电梯', '高楼层(共7层)塔楼  -  黄沙', '125万', '单价28578元/平米')
('https://image1.ljcdn.com/440100-inspection/d7e86673-803e-4cee-993e-528319e4f01a.jpg.296x216.jpg', '荔景华庭 东向两房 户型实用', '荔景华庭  | 2室1厅 | 66平米 | 东 | 精装 | 有电梯', '中楼层(共15层)2011年建塔楼  -  西关', '264万', '单价40000元/平米')
('https://image1.ljcdn.com/440100-inspection/611ff362-25bb-42e9-a81e-a59c5a42c0f5.jpg.296x216.jpg', '沙涌路 一房一厅 交通便利 保养好', '沙涌新村  | 1室1厅 | 28.5平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)1995年建塔楼  -  鹤洞', '90万', '单价31579元/平米')
('https://image1.ljcdn.com/440100-inspection/55ffff86-5bf2-42b0-ba34-0e42d418576b.jpg.296x216.jpg', '电梯中层三房 厅出阳台', '东浚荔景苑  | 3室2厅 | 96平米 | 东南 | 其他 | 有电梯', '中楼层(共37层)塔楼  -  中山八', '430万', '单价44792元/平米')
('https://image1.ljcdn.com/440100-inspection/226864fa-7838-4508-a251-a2ac8c9cb0d1.jpg.296x216.jpg', '凯粤湾 高层5号线 三江汇聚一线江景', '新世界凯粤湾  | 2室1厅 | 78.4平米 | 东北 | 其他 | 有电梯', '高楼层(共33层)2014年建塔楼  -  滘口', '370万', '单价47194元/平米')
('', '瑞安花园 精装3房 大型封闭小区', '瑞安花园（佛山南海）  | 3室1厅 | 149.58平米 | 东 | 其他 | 有电梯', '中楼层(共31层)2010年建塔楼  -  滘口', '500万', '单价33427元/平米')
('https://image1.ljcdn.com/440100-inspection/8381e9bc-9943-4494-a1af-983d55acbe54.jpg.296x216.jpg', '芳村花园 电梯二房二厅 方正实用', '芳村花园  | 2室2厅 | 93平米 | 北 | 其他 | 有电梯', '高楼层(共30层)1999年建塔楼  -  龙溪', '300万', '单价32259元/平米')
('https://image1.ljcdn.com/440100-inspection/b72f7e78-ab45-40e7-a1ec-e267d8c58749.jpg.296x216.jpg', '金奴大厦 大两房 通风采光好', '金奴大厦  | 2室1厅 | 82平米 | 南 | 其他 | 无电梯', '中楼层(共9层)1996年建塔楼  -  陈家祠', '300万', '单价36586元/平米')
('https://image1.ljcdn.com/440100-inspection/126ccd8a-7353-4523-9ee8-617bae2fa25c.jpg.296x216.jpg', '十二甫西街东南向舒适两房', '丛桂路  | 2室1厅 | 62.53平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)1994年建塔楼  -  黄沙', '198万', '单价31665元/平米')
('https://image1.ljcdn.com/440100-inspection/8f23ad64-278f-4109-ade4-74ee6896fca5.jpg.296x216.jpg', '荔港南湾 方正两房', '荔港南湾  | 2室1厅 | 77.08平米 | 北 | 简装 | 有电梯', '高楼层(共32层)2008年建塔楼  -  南岸路', '330万', '单价42813元/平米')
('https://image1.ljcdn.com/440100-inspection/9574c796-6bc7-4603-a264-945022ca14f8.jpg.296x216.jpg', '逢源路 采光通风好 刚需两房 东向', '逢源路  | 2室1厅 | 70.25平米 | 东南 | 简装 | 无电梯', '高楼层(共9层)1991年建塔楼  -  西关', '185万', '单价26335元/平米')
('https://image1.ljcdn.com/440100-inspection/bfd4954d-f783-4386-88bc-076ab0ff4f0b.jpg.296x216.jpg', '西华苑 北向三房 带主套', '西华苑  | 3室2厅 | 117平米 | 东北 | 简装', '中楼层(共21层)2002年建塔楼  -  荔湾路', '550万', '单价47009元/平米')
('https://image1.ljcdn.com/440100-inspection/39b638da-c7f8-494d-9939-120524ff615b.jpg.296x216.jpg', '珠岛花园 实用四房 保养新净 采光对流', '珠岛花园  | 4室2厅 | 108.59平米 | 北 | 精装 | 有电梯', '低楼层(共23层)1999年建塔楼  -  大坦沙', '400万', '单价36836元/平米')
('https://image1.ljcdn.com/440100-inspection/11a52c16-9fa8-49ea-8f50-95076c78d3eb.jpg.296x216.jpg', '陈家祠 电梯中层 可改三房', '幸福新村  | 2室2厅 | 83.43平米 | 南 北 | 简装 | 无电梯', '中楼层(共8层)2000年建塔楼  -  荔湾路', '288万', '单价34520元/平米')
('https://image1.ljcdn.com/440100-inspection/7cec0eca-fab6-4d3a-9f69-b4d1c99895ca.jpg.296x216.jpg', '东风西路 广雅小区 电梯三房', '东风西路广雅前街  | 3室1厅 | 80.89平米 | 东南 | 其他 | 有电梯', '中楼层(共15层)塔楼  -  西场', '290万', '单价35852元/平米')
('https://image1.ljcdn.com/440100-inspection/98a2939e-d3ce-424b-9397-5cfdd2b43121.jpg.296x216.jpg', '万科柏悦湾 实用两房 高层望江 单边位', '万科柏悦湾  | 2室2厅 | 79平米 | 南 | 简装 | 有电梯', '中楼层(共34层)2005年建塔楼  -  大坦沙', '363万', '单价45950元/平米')
('https://image1.ljcdn.com/440100-inspection/6c73dad6-1ea9-4ff1-b790-c11fe879a8f7.jpg.296x216.jpg', '西关尚品 干净一房 有家私家电', '西关尚品  | 1室0厅 | 20.86平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2001年建塔楼  -  西关', '52.2万', '单价25000元/平米')
('https://image1.ljcdn.com/440100-inspection/569cc8cf-ddb8-4994-b5de-72db74d46a14.jpg.296x216.jpg', '南岸路 河柳街 低层一房', '南岸路河柳街  | 1室0厅 | 27平米 | 南 | 其他 | 无电梯', '低楼层(共8层)塔楼  -  南岸路', '85万', '单价31482元/平米')
('https://image1.ljcdn.com/440100-inspection/8cb11f43-aed8-4eca-954d-f77c2ec3406d.jpg.296x216.jpg', '珠岛花园 中层两房 户型方正', '珠岛花园  | 2室1厅 | 62平米 | 东 | 简装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  大坦沙', '208万', '单价33549元/平米')
('https://image1.ljcdn.com/440100-inspection/4760b825-32f5-4e3e-9588-4a74c138c62e.jpg.296x216.jpg', '富力环市西苑 间隔方正实 实用温馨大两房', '富力环市西苑  | 2室1厅 | 82平米 | 南 | 简装 | 有电梯', '高楼层(共14层)2000年建塔楼  -  西村', '330万', '单价40244元/平米')
('', '鸿图苑底层1房一厅 可以改两房', '鸿图苑  | 1室1厅 | 47.59平米 | 南 | 其他 | 无电梯', '低楼层(共9层)1995年建塔楼  -  汾水', '140万', '单价29418元/平米')
('https://image1.ljcdn.com/440100-inspection/d6bec2fa-d9f5-466c-868a-e87780ace894.jpg.296x216.jpg', '芳村大道 小区管理 低层4房 沙涌地铁站', '芳村大道东  | 4室1厅 | 85.66平米 | 东 | 其他 | 无电梯', '中楼层(共9层)塔楼  -  芳村大道', '190万', '单价22181元/平米')
('', '红棉苑北区 精致大三房 保养好居家不错', '红棉苑北区  | 3室2厅 | 107.9平米 | 南 | 其他 | 无电梯', '中楼层(共9层)2000年建塔楼  -  花地大道', '400万', '单价37072元/平米')
('https://image1.ljcdn.com/440100-inspection/199fd5db-b419-4e0b-896c-d7b77f5ac481.jpg.296x216.jpg', '珠岛花园 二房一厅 阳台正望花园', '珠岛花园  | 2室1厅 | 43.91平米 | 北 | 简装 | 无电梯', '中楼层(共9层)1995年建塔楼  -  大坦沙', '137万', '单价31201元/平米')
('', '花地河湾 5室2厅 360万', '花地河湾  | 5室2厅 | 90.22平米 | 西南 | 其他 | 有电梯', '高楼层(共22层)2009年建塔楼  -  东塱', '360万', '单价39903元/平米')
('', '宝盛园 3室1厅 380万', '宝盛园  | 3室1厅 | 68.97平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)2005年建塔楼  -  西关', '380万', '单价55097元/平米')
('', '桥东小区 方正三房 安静望花 加装电梯', '桥东小区  | 3室1厅 | 86.69平米 | 西北 | 其他 | 无电梯', '高楼层(共8层)1995年建塔楼  -  滘口', '248万', '单价28608元/平米')
('', '万科柏悦湾 3室2厅 430万', '万科柏悦湾  | 3室2厅 | 97.04平米 | 北 | 其他 | 有电梯', '低楼层(共34层)2005年建塔楼  -  大坦沙', '430万', '单价44312元/平米')
('https://image1.ljcdn.com/440100-inspection/8e95ba5d-df94-4bce-bbac-c00036e6ad54.JPG.296x216.jpg', '金宇花园 舒适一房 望花园', '金宇花园  | 1室1厅 | 29.3平米 | 西南 | 其他 | 无电梯', '中楼层(共9层)1998年建塔楼  -  东塱', '95万', '单价32424元/平米')
('', '地铁一号线 陈家祠站 电梯 高层 一房一厅', '世纪广场世和街  | 1室1厅 | 29.65平米 | 南 | 简装 | 有电梯', '高楼层(共9层)1997年建塔楼  -  陈家祠', '135万', '单价45532元/平米')
('', '金鹤苑 精致三房 东南向 环境优美', '金鹤苑  | 3室2厅 | 98平米 | 东南 | 简装 | 无电梯', '低楼层(共7层)2000年建塔楼  -  东塱', '272万', '单价27756元/平米')
('', '东鹏花园三期 1室1厅 133万', '东鹏花园三期  | 1室1厅 | 46平米 | 东 | 其他 | 无电梯', '高楼层(共9层)1999年建塔楼  -  坑口', '133万', '单价28914元/平米')
('https://image1.ljcdn.com/440100-inspection/4d61aeb4-aadc-410b-bc45-2b142a88d2f4.jpg.296x216.jpg', '珠岛花园 温馨生活房 采光好', '珠岛花园  | 1室1厅 | 32.9平米 | 东 | 其他 | 有电梯', '中楼层(共17层)1995年建塔楼  -  大坦沙', '130万', '单价39514元/平米')
('', '逸翠湾 4室2厅 1280万', '逸翠湾  | 4室2厅 | 210.42平米 | 东南 | 其他 | 有电梯', '高楼层(共49层)2009年建塔楼  -  黄沙', '1280万', '单价60831元/平米')
('https://image1.ljcdn.com/440100-inspection/9b2bd31a-7934-4bc0-ba8f-a45e9eab8bdc.jpg.296x216.jpg', '园林局宿舍 证够五年 园景单位', '园林局宿舍  | 2室2厅 | 80.73平米 | 西南 | 其他 | 无电梯', '低楼层(共9层)2000年建塔楼  -  茶滘', '260万', '单价32207元/平米')
('', '邦华星际广场二期 2室2厅 110万', '邦华星际广场二期  | 2室2厅 | 41平米 | 南 | 其他', '中楼层(共5层)塔楼  -  龙溪', '110万', '单价26830元/平米')
('https://image1.ljcdn.com/440100-inspection/aca73dfe-c9e9-4b20-b7ac-a85094089bd5.jpg.296x216.jpg', '恒宝华庭 严格小区管理', '恒宝华庭  | 2室1厅 | 69平米 | 北 | 其他 | 有电梯', '高楼层(共31层)2000年建板楼  -  西关', '360万', '单价52174元/平米')
('', '贵贤上品 楼龄新 间隔实用 两用', '贵贤上品  | 1室0厅 | 54平米 | 北 | 精装 | 有电梯', '中楼层(共35层)2013年建塔楼  -  西关', '120万', '单价22223元/平米')
('', '珠岛花园 实用一房 看楼方便', '珠岛花园  | 1室1厅 | 34.46平米 | 西 | 简装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  大坦沙', '110万', '单价31922元/平米')
('', '元邦明月星辉 长寿站 一房一厅 采光', '元邦明月星辉  | 1室1厅 | 42.24平米 | 北 | 其他 | 有电梯', '低楼层(共27层)2011年建塔楼  -  西关', '215万', '单价50900元/平米')
('', '荔港南湾 正南向 厅出阳台 三房带主套', '荔港南湾  | 3室2厅 | 136平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2008年建塔楼  -  南岸路', '544万', '单价40000元/平米')
('https://image1.ljcdn.com/440100-inspection/3f84dd36-4965-4e3e-a7e9-01e7f388dc89.jpg.296x216.jpg', '西关尚品公寓 文化公园地铁', '西关尚品  | 1室0厅 | 36.15平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2001年建塔楼  -  西关', '52万', '单价14385元/平米')
('', '黄沙大道南站新街 2室1厅 150万', '黄沙大道南站新街  | 2室1厅 | 53.92平米 | 东 西南 | 其他 | 无电梯', '高楼层(共8层)1994年建塔楼  -  黄沙', '150万', '单价27819元/平米')
('', '芳村花园 电梯四房 方正实用', '芳村花园  | 4室2厅 | 143平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)1999年建塔楼  -  龙溪', '550万', '单价38462元/平米')
