('https://image1.ljcdn.com/440100-inspection/e0df61a8-104b-4ab7-9c42-4a78695b301f.jpg.296x216.jpg', '中层 南向 全线江景 二沙岛园景 小蛮腰夜景', '碧海湾  | 6室2厅 | 370.12平米 | 东南 | 精装 | 有电梯', '中楼层(共28层)2003年建塔楼  -  珠江新城西', '2670万', '单价72139元/平米')
('https://image1.ljcdn.com/440100-inspection/1d20f8df-dd0c-4688-8b19-f9b4c4dedb9c.jpg.296x216.jpg', '嘉裕礼顿阳光 一房一厅 采光好', '嘉裕礼顿阳光  | 1室1厅 | 55平米 | 北 | 简装 | 有电梯', '低楼层(共30层)2005年建塔楼  -  珠江新城西', '403万', '单价73273元/平米')
('https://image1.ljcdn.com/440100-inspection/140f345f-39ca-4cdc-ba20-f537e07479c7.jpg.296x216.jpg', '棠德花园  采光通风好 格局方正2房', '棠德花园  | 2室1厅 | 69.03平米 | 北 | 简装 | 有电梯', '低楼层(共29层)1997年建塔楼  -  棠下', '245万', '单价35492元/平米')
('https://image1.ljcdn.com/440100-inspection/08e7dda3-c807-4d7b-8a31-eb2ea424edee.jpg.296x216.jpg', '华景二期 安静三房 温馨采光', '华景新城瑞景楼  | 3室2厅 | 80.88平米 | 南 北 | 精装 | 无电梯', '中楼层(共9层)1994年建塔楼  -  华景新城', '360万', '单价44511元/平米')
('https://image1.ljcdn.com/440100-inspection/6d790bf2-62b9-4281-8574-593ed469a2e8.jpg.296x216.jpg', '天河区粤垦路 瑞心苑 精装两房 花园小区', '瑞心苑  | 2室2厅 | 77.94平米 | 东北 | 精装 | 有电梯', '中楼层(共11层)2000年建塔楼  -  粤垦', '355万', '单价45548元/平米')
('https://image1.ljcdn.com/440100-inspection/5f1155aa-b204-46f0-beac-8755c7818b07.jpg.296x216.jpg', '富力盈力 精装两房 东北朝向 高层单位', '富力盈力大厦  | 2室1厅 | 100.33平米 | 东北 | 简装 | 有电梯', '高楼层(共30层)2005年建塔楼  -  珠江新城西', '380万', '单价37876元/平米')
('https://image1.ljcdn.com/440100-inspection/834391ba-0644-4131-9885-217f74293064.jpg.296x216.jpg', '华标广场 温馨四房 安静舒适看花园', '华标广场  | 4室2厅 | 165平米 | 南 北 | 简装 | 有电梯', '高楼层(共30层)2003年建塔楼  -  天润路', '860万', '单价52122元/平米')
('https://image1.ljcdn.com/440100-inspection/bc3180f1-cfe8-4f1f-9c0d-ecae27b84922.jpg.296x216.jpg', '保利心语花园 方正四房 安静望花园', '保利心语花园  | 4室2厅 | 138.4平米 | 西北 | 精装 | 有电梯', '中楼层(共32层)2009年建塔楼  -  珠江新城中', '1318万', '单价95232元/平米')
('https://image1.ljcdn.com/440100-inspection/c7b232e0-015d-4b64-a9c7-f7931ba2d046.jpg.296x216.jpg', '华天三房 户型方正 住家装修 风格温馨', '华天国际广场  | 3室2厅 | 119.39平米 | 北 | 简装 | 有电梯', '高楼层(共30层)2001年建塔楼  -  龙口东', '660万', '单价55282元/平米')
('https://image1.ljcdn.com/440100-inspection/4a88705f-1c66-4fc8-a384-c5aae5a1cf68.jpg.296x216.jpg', '光华大厦 实用两房改三房 南向安静', '光华大厦  | 3室2厅 | 88平米 | 南 | 简装 | 有电梯', '中楼层(共25层)2000年建塔楼  -  体育中心', '530万', '单价60228元/平米')
('https://image1.ljcdn.com/440100-inspection/f53a0178-5fd2-4193-a3e4-5cdb8dabd6ed.jpg.296x216.jpg', '中怡城市花园 大三房 格局方正', '中怡城市花园  | 3室2厅 | 130平米 | 东 | 简装 | 有电梯', '高楼层(共32层)2004年建塔楼  -  天河北', '1050万', '单价80770元/平米')
('https://image1.ljcdn.com/440100-inspection/d2364199-4542-43ff-9226-a1429867f79f.jpg.296x216.jpg', '天朗明居 户型方正四房 望小区花园', '富力天朗明居N区  | 4室2厅 | 126.96平米 | 东 | 简装 | 有电梯', '低楼层(共20层)2002年建塔楼  -  棠下', '560万', '单价44109元/平米')
('https://image1.ljcdn.com/440100-inspection/42ec983a-c930-4505-8bd2-48ef1bda764f.jpg.296x216.jpg', '美林海岸花园 中层望江 景观好 方正实用', '美林海岸花园  | 2室2厅 | 73.05平米 | 东南 | 精装 | 有电梯', '中楼层(共18层)2003年建塔楼  -  员村', '470万', '单价64340元/平米')
('https://image1.ljcdn.com/440100-inspection/c3e6312b-580d-4b10-a771-44af264040ad.jpg.296x216.jpg', '雅怡居 方正两房 交通方便', '雅怡居  | 2室1厅 | 48平米 | 北 | 简装 | 无电梯', '中楼层(共9层)2000年建塔楼  -  东圃', '170万', '单价35417元/平米')
('https://image1.ljcdn.com/440100-inspection/9d9eb4e2-78c0-4246-83f1-403ebc5cd29a.jpg.296x216.jpg', '天誉花园 户型方正 厅大房大', '天誉花园  | 4室2厅 | 176.8平米 | 西北 | 简装 | 有电梯', '中楼层(共30层)2000年建塔楼  -  天河北', '980万', '单价55430元/平米')
('https://image1.ljcdn.com/440100-inspection/fd369080-0962-45ab-9590-342823170ad8.jpg.296x216.jpg', '富力院士庭 精装四房 南向 望花园', '富力院士庭  | 4室2厅 | 137平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2007年建塔楼  -  东莞庄', '855万', '单价62409元/平米')
('https://image1.ljcdn.com/440100-inspection/e1100e9c-6549-4af7-9b8e-8415c213c0ec.jpg.296x216.jpg', '陶苑小区  楼梯中层 户型方正实用', '陶苑小区  | 2室1厅 | 68.95平米 | 西北 | 其他 | 无电梯', '中楼层(共9层)1993年建塔楼  -  沙太南', '180万', '单价26106元/平米')
('https://image1.ljcdn.com/440100-inspection/b4c0b1e3-e22d-4881-85d3-54674c8827b5.jpg.296x216.jpg', '兰亭上东 方正两房 东南看江景', '兰亭上东  | 2室2厅 | 80平米 | 东南 | 简装 | 有电梯', '高楼层(共23层)2006年建塔楼  -  员村', '435万', '单价54375元/平米')
('https://image1.ljcdn.com/440100-inspection/af21e7a1-d41d-490d-9c57-0af144ecb985.jpg.296x216.jpg', '华景新城 五期 电梯三房 厅大房大', '华景新城华门阁  | 3室2厅 | 109.14平米 | 东北 | 精装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  华景新城', '470万', '单价43064元/平米')
('', '中海璟晖  高层', '中海璟晖华庭  | 4室2厅 | 194.05平米 | 东 | 精装 | 有电梯', '低楼层(共32层)2007年建塔楼  -  珠江新城中', '1649.5万', '单价85001元/平米')
('https://image1.ljcdn.com/440100-inspection/5cdd8a89-e7f7-4731-ba14-338a7173106e.jpg.296x216.jpg', '广弘天琪 精品两房 实用小户型 装修好', '广弘天琪  | 2室2厅 | 64平米 | 北 | 精装 | 有电梯', '低楼层(共31层)2005年建塔楼  -  珠江新城西', '600万', '单价93750元/平米')
('https://image1.ljcdn.com/440100-inspection/11bb1fd4-3794-476a-80ea-ead6c2d69870.jpg.296x216.jpg', '美林海岸花园干净两房景观好', '美林海岸花园  | 2室1厅 | 69.91平米 | 东南 | 精装 | 有电梯', '低楼层(共12层)2004年建塔楼  -  员村', '405万', '单价57932元/平米')
('https://image1.ljcdn.com/440100-inspection/13ba3486-2de2-411c-9973-6b73e21731fa.jpg.296x216.jpg', '永福正街 大院安静管理好', '水荫路永福正街  | 3室1厅 | 86.1平米 | 西北 | 其他 | 无电梯', '中楼层(共8层)1990年建塔楼  -  水荫', '248万', '单价28804元/平米')
('https://image1.ljcdn.com/440100-inspection/7346bf05-649e-4ea6-a02c-5fbe421734a3.jpg.296x216.jpg', '旭景家园 采光通风好 南向视野开阔', '旭景家园D区  | 2室2厅 | 91平米 | 南 | 简装 | 有电梯', '中楼层(共15层)2002年建塔楼  -  东圃', '370万', '单价40660元/平米')
('https://image1.ljcdn.com/440100-inspection/f75b6885-648e-45b1-953c-5c800694e8b9.jpg.296x216.jpg', '星汇园 两房两厅 格局方正 安静舒适', '星汇园  | 2室2厅 | 94平米 | 东北 | 精装 | 有电梯', '中楼层(共32层)2002年建塔楼  -  珠江新城西', '750万', '单价79788元/平米')
('https://image1.ljcdn.com/440100-inspection/01f14e5a-b0ee-4eb9-b9d1-b84f7cfb3424.jpg.296x216.jpg', '好的房子不是用来欣赏的,是用来享受的！', '侨林苑三期  | 3室2厅 | 125平米 | 东南 | 简装 | 有电梯', '高楼层(共31层)2003年建塔楼  -  天河北', '950万', '单价76000元/平米')
('https://image1.ljcdn.com/440100-inspection/0096231a-13d3-44bb-9480-48020d09e448.jpg.296x216.jpg', '时尚明苑 南向两房 户型方正', '时尚明苑  | 2室1厅 | 64平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2006年建塔楼  -  车陂', '340万', '单价53125元/平米')
('https://image1.ljcdn.com/440100-inspection/8102dbd6-c3c4-40b9-89ab-e178e654d3cd.jpg.296x216.jpg', '阳光假日园 南北对流两房 带大平台', '阳光假日园  | 2室2厅 | 75.07平米 | 北 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  棠下', '375万', '单价49954元/平米')
('https://image1.ljcdn.com/440100-inspection/39a9128a-4465-46a3-b5b1-d95a1294550d.jpg.296x216.jpg', '富力花园 南向三房 双阳台 中间位置', '富力花园  | 3室2厅 | 85.39平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建塔楼  -  东圃', '240万', '单价28107元/平米')
('https://image1.ljcdn.com/440100-inspection/83615106-54fe-44ac-8212-ca9d87c16d31.jpg.296x216.jpg', '民政局大院 低层两房 方正户型', '民政局大院  | 2室2厅 | 62.96平米 | 南 | 简装 | 无电梯', '低楼层(共9层)塔楼  -  沙河', '210万', '单价33355元/平米')
('https://image1.ljcdn.com/440100-inspection/84f57d0d-ea3d-4611-88e4-664d934e42b6.jpg.296x216.jpg', '保利心语 两房两厅 装修保养好', '保利心语花园  | 2室2厅 | 73平米 | 北 | 精装 | 有电梯', '中楼层(共32层)2009年建塔楼  -  珠江新城中', '660万', '单价90411元/平米')
('https://image1.ljcdn.com/440100-inspection/f496a4de-ff15-4961-9d5d-7140562844e9.jpg.296x216.jpg', '华景新城 陶然庭园 方正两房 开阔无遮挡', '华景新城陶然庭园  | 2室2厅 | 77.63平米 | 北 | 简装 | 有电梯', '中楼层(共35层)2007年建塔楼  -  华景新城', '410万', '单价52815元/平米')
('https://image1.ljcdn.com/440100-inspection/4668ff74-2880-4e96-8910-e84aad0a0380.jpg.296x216.jpg', '绿佳花园 电梯两房 厅出阳台 东向精装修', '绿佳花园  | 2室2厅 | 83平米 | 东 | 精装 | 无电梯', '中楼层(共9层)1998年建塔楼  -  东莞庄', '300万', '单价36145元/平米')
('https://image1.ljcdn.com/440100-inspection/de2a6e57-c06a-4250-bf50-0bdf58bf1e4b.jpg.296x216.jpg', '旭景家园 采光通风好 南向视野开阔', '旭景家园A区  | 3室2厅 | 96平米 | 南 | 其他 | 有电梯', '高楼层(共15层)2002年建塔楼  -  东圃', '418万', '单价43542元/平米')
('https://image1.ljcdn.com/440100-inspection/15b7014e-2f5e-43e7-9c9c-dc94d851ddb2.jpg.296x216.jpg', '棠德花园 中楼层 精装三房 采光通风好', '棠德花园  | 3室1厅 | 89平米 | 西南 | 简装 | 无电梯', '中楼层(共9层)1997年建塔楼  -  棠下', '270万', '单价30338元/平米')
('https://image1.ljcdn.com/440100-inspection/24f02ef6-c5c7-4e08-a9ad-b94bf67653d1.jpg.296x216.jpg', '金湖雅苑 电梯三房 精装修', '金湖雅苑  | 3室2厅 | 98平米 | 东北 | 简装 | 有电梯', '中楼层(共19层)1999年建塔楼  -  沙太北', '258万', '单价26327元/平米')
('https://image1.ljcdn.com/440100-inspection/28d03455-afaa-4c25-bb2e-7068aa8fb491.jpg.296x216.jpg', '新鸿基峻林 大3房 住家装修', '峻林  | 3室2厅 | 139平米 | 北 | 其他 | 有电梯', '中楼层(共36层)2015年建塔楼  -  天河北', '1250万', '单价89929元/平米')
('https://image1.ljcdn.com/440100-inspection/c660e26b-f0ab-478b-9f60-5b6184e3b3db.jpg.296x216.jpg', '嘉裕礼顿阳光 北向 光线好 视野开阔', '嘉裕礼顿阳光  | 1室1厅 | 63平米 | 北 | 简装 | 有电梯', '高楼层(共30层)2005年建塔楼  -  珠江新城西', '458万', '单价72699元/平米')
('https://image1.ljcdn.com/440100-inspection/f8a4dc30-9dbb-42ab-a2b5-b62367e6530d.jpg.296x216.jpg', '紫林居 南向两房 采光通风好', '紫林居  | 2室2厅 | 57.17平米 | 南 | 精装 | 无电梯', '中楼层(共10层)2000年建塔楼  -  天河公园', '295万', '单价51601元/平米')
('https://image1.ljcdn.com/440100-inspection/acc92d35-e095-4df8-849b-a15faf85c7c4.jpg.296x216.jpg', '兰亭上东 南向大两房 珠江新城 交通方便', '兰亭上东  | 2室1厅 | 79.4平米 | 南 | 其他 | 有电梯', '低楼层(共23层)2006年建塔楼  -  员村', '480万', '单价60454元/平米')
('https://image1.ljcdn.com/440100-inspection/80724f03-c0d7-408a-887b-679a83184ecf.jpg.296x216.jpg', '石鼓岭 方正小两房 采光好', '沙太南路  | 2室1厅 | 50.39平米 | 东南 | 简装', '高楼层(共9层)塔楼  -  沙太南', '150万', '单价29768元/平米')
('https://image1.ljcdn.com/440100-inspection/978f528d-d309-4957-b7e7-04af75c96176.jpg.296x216.jpg', '铂林国际 南向小复式 装修漂亮', '铂林国际公寓  | 1室2厅 | 35平米 | 南 | 简装 | 有电梯', '中楼层(共22层)2005年建塔楼  -  珠江新城西', '300万', '单价85715元/平米')
('', '骏景花园南苑南向三房 精装修', '骏景花园  | 3室2厅 | 136平米 | 南 | 精装 | 有电梯', '低楼层(共13层)2003年建塔楼  -  棠下', '700万', '单价51471元/平米')
('https://image1.ljcdn.com/440100-inspection/895db2ad-8f2c-4109-bac6-e9f2be26be53.jpg.296x216.jpg', '华景新城 沁馥佳苑 安静三房', '华景新城沁馥佳苑  | 3室2厅 | 105平米 | 北 | 其他 | 有电梯', '中楼层(共14层)2006年建塔楼  -  华景新城', '660万', '单价62858元/平米')
('https://image1.ljcdn.com/440100-inspection/08855f93-3d20-48ff-aa53-5a3667f95435.jpg.296x216.jpg', '兰亭上东 方正户型 正规一房一厅', '兰亭上东  | 1室1厅 | 60.42平米 | 北 | 简装 | 有电梯', '中楼层(共23层)2006年建塔楼  -  员村', '330万', '单价54618元/平米')
('https://image1.ljcdn.com/440100-inspection/ead7479e-d309-4816-8845-70286b6d12e0.jpg.296x216.jpg', '东莞庄路 精装一房一厅 小区安静', '嘉逸花园  | 1室1厅 | 56.7平米 | 东北 | 精装 | 有电梯', '高楼层(共26层)2005年建塔楼  -  东莞庄', '225万', '单价39683元/平米')
('https://image1.ljcdn.com/440100-inspection/7df9d915-82df-4979-aeaa-6934bc067730.jpg.296x216.jpg', '骏景花园 南苑3+1户型 采光通风好', '骏景花园  | 4室2厅 | 145平米 | 北 | 简装 | 有电梯', '中楼层(共13层)2000年建塔楼  -  棠下', '650万', '单价44828元/平米')
('https://image1.ljcdn.com/440100-inspection/5d8d96e9-1ff1-4e33-bb5f-4e4dce28e6bc.jpg.296x216.jpg', '粤韵庭园 电梯安静两房 通风采光好', '粤韵庭园  | 2室1厅 | 70.2平米 | 北 | 其他 | 有电梯', '高楼层(共15层)2003年建塔楼  -  天河公园', '428万', '单价60969元/平米')
('https://image1.ljcdn.com/440100-inspection/01bdd776-bff6-4011-94d0-9f83d75a5843.jpg.296x216.jpg', '环宇花园 1房1厅 通风采光', '环宇花园文景阁  | 1室0厅 | 32.73平米 | 南 | 其他 | 有电梯', '高楼层(共19层)2000年建塔楼  -  天河公园', '160万', '单价48885元/平米')
('https://image1.ljcdn.com/440100-inspection/8afaccf0-3cf9-4e7e-9c41-f89c837a5948.jpg.296x216.jpg', '东莞庄路 高胜花园 高使用率 户型方正', '高胜花园  | 2室2厅 | 73.55平米 | 东南 | 其他 | 无电梯', '高楼层(共9层)2000年建塔楼  -  东莞庄', '258万', '单价35079元/平米')
('https://image1.ljcdn.com/440100-inspection/097abc39-b4a1-4a81-87e6-adcc39baf1c5.jpg.296x216.jpg', '皓瀚华轩 办公装修 两房单位', '皓瀚华轩  | 2室1厅 | 102平米 | 东 | 简装 | 有电梯', '高楼层(共22层)2000年建塔楼  -  珠江新城西', '663万', '单价65000元/平米')
('https://image1.ljcdn.com/440100-inspection/4728b392-e98a-4d13-bc0a-ee65194be891.jpg.296x216.jpg', '盈彩美居 中高两房 采光好', '盈彩美居  | 2室2厅 | 80.59平米 | 北 | 其他 | 有电梯', '中楼层(共26层)2003年建塔楼  -  东圃', '345万', '单价42810元/平米')
('https://image1.ljcdn.com/440100-inspection/5827449b-912d-4ef1-a492-9fd22d66ea6a.jpg.296x216.jpg', '富力盈丰 北向复式 采光好', '富力盈丰大厦  | 1室1厅 | 53平米 | 北 | 简装 | 有电梯', '高楼层(共29层)2005年建塔楼  -  珠江新城西', '280万', '单价52831元/平米')
('https://image1.ljcdn.com/440100-inspection/57422a99-af49-4b9b-8680-d91caebc39de.jpg.296x216.jpg', '领汇国际公寓 1室0厅 175万', '领汇国际公寓  | 1室0厅 | 42.14平米 | 西 北 | 其他 | 有电梯', '中楼层(共25层)2003年建塔楼  -  东圃', '175万', '单价41529元/平米')
('https://image1.ljcdn.com/440100-inspection/489d49e9-f3d8-4e03-a82b-caa56d755760.jpg.296x216.jpg', '体育西路 温馨4房 格局方正 采光好', '育蕾小区体育西路  | 4室1厅 | 95.6平米 | 南 | 精装 | 无电梯', '低楼层(共9层)1993年建塔楼  -  天河南', '460万', '单价48118元/平米')
('https://image1.ljcdn.com/440100-inspection/cc683363-30fd-4d55-9e4a-1de3ad00c75a.jpg.296x216.jpg', '华景新城 枫华苑 温馨三房 电梯楼', '枫华苑  | 3室2厅 | 90.69平米 | 西北 | 精装', '中楼层(共9层)1997年建塔楼  -  华景新城', '420万', '单价46312元/平米')
('https://image1.ljcdn.com/440100-inspection/1c16cc7b-1ff6-48b0-ae02-c067b34d0db1.jpg.296x216.jpg', '富力天禧 高层实用三房 采光通透', '富力天禧花园  | 3室2厅 | 96平米 | 东北 | 精装', '低楼层(共32层)塔楼  -  车陂', '515万', '单价53646元/平米')
('https://image1.ljcdn.com/440100-inspection/29508b4f-1850-4dbe-8bf9-02b012edfbe5.jpg.296x216.jpg', '金燕花园 精装三房 户型方正', '金燕花园  | 3室1厅 | 82平米 | 西北 | 其他 | 有电梯', '中楼层(共16层)2004年建塔楼  -  粤垦', '340万', '单价41464元/平米')
('https://image1.ljcdn.com/440100-inspection/db2b918b-6f9f-4096-92e5-3e5c4e948ea8.jpg.296x216.jpg', '云宁居 电梯两房 方正实用', '云宁居  | 2室1厅 | 65平米 | 南 | 其他 | 无电梯', '低楼层(共9层)1999年建塔楼  -  沙太南', '243万', '单价37385元/平米')
('https://image1.ljcdn.com/440100-inspection/5457c99f-3310-4d62-be48-a0218420450f.jpg.296x216.jpg', '金湖雅苑 2房1厅 户型方正', '金湖雅苑  | 2室2厅 | 66.21平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1999年建塔楼  -  沙太北', '195万', '单价29452元/平米')
('https://image1.ljcdn.com/440100-inspection/17515307-cb37-4676-94e2-514ecf0ae97a.jpg.296x216.jpg', '白天鹅花园 两房户型 东南朝向', '白天鹅花园  | 2室1厅 | 70平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2004年建塔楼  -  沙太北', '260万', '单价37143元/平米')
('https://image1.ljcdn.com/440100-inspection/2ad05b8a-ae70-49a8-b6f7-784001249fbb.jpg.296x216.jpg', '嘉裕礼顿阳光 1室0厅 353万', '嘉裕礼顿阳光  | 1室0厅 | 43平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2005年建塔楼  -  珠江新城西', '353万', '单价82094元/平米')
('https://image1.ljcdn.com/440100-inspection/665e91b5-7bfb-4609-ba2a-4d6e2588142f.jpg.296x216.jpg', '嘉院 跃式别墅 三层复式 南北对流', '东方新世界嘉苑  | 4室3厅 | 227平米 | 南 | 精装 | 有电梯', '高楼层(共9层)2011年建塔楼  -  天河公园', '2000万', '单价88106元/平米')
