('https://image1.ljcdn.com/440100-inspection/36abca9a-dbc8-4db3-8b5c-20f0a1dc5886.jpg.296x216.jpg', '嘉鸿花园金玫瑰园 2室1厅 288万', '嘉鸿花园金玫瑰园  | 2室1厅 | 69.35平米 | 东南 | 其他 | 有电梯', '中楼层(共19层)1999年建塔楼  -  金碧', '288万', '单价41529元/平米')
('https://image1.ljcdn.com/440100-inspection/04858c48-2e1c-4b61-89bf-b02d1a443f29.jpg.296x216.jpg', '南丰阁实用两房单位', '南丰阁  | 2室1厅 | 65.68平米 | 东 | 简装 | 有电梯', '低楼层(共18层)1992年建塔楼  -  江南西', '280万', '单价42631元/平米')
('https://image1.ljcdn.com/440100-inspection/1d90af98-059d-4c92-a2ee-36ba11a55f71.jpg.296x216.jpg', '晓南花园 三房一厅 间隔方正', '晓南花园晓南二街  | 3室1厅 | 80.96平米 | 东南 | 其他 | 无电梯', '高楼层(共9层)1997年建塔楼  -  新港西', '230万', '单价28410元/平米')
('https://image1.ljcdn.com/440100-inspection/681b1180-ac35-4f59-8c27-25e9b513d26e.jpg.296x216.jpg', '业主诚意出售', '金碧湾  | 2室1厅 | 78.61平米 | 西 | 简装 | 有电梯', '低楼层(共32层)2007年建塔楼  -  工业大道北', '480万', '单价61061元/平米')
('https://image1.ljcdn.com/440100-inspection/c95255d0-6b0e-476c-8a12-c956c1b9dcf7.jpg.296x216.jpg', '新理想华庭 南向两房 格局方正', '新理想华庭  | 2室2厅 | 106.34平米 | 南 | 其他 | 有电梯', '中楼层(共21层)2000年建塔楼  -  滨江东', '570万', '单价53602元/平米')
('https://image1.ljcdn.com/440100-inspection/91f9cc6d-44b0-4452-909e-ed8452824842.jpg.296x216.jpg', '绿茵翠庭 品质小区 位置安静 望花园泳池', '绿茵翠庭  | 3室1厅 | 66.7平米 | 西 | 精装 | 有电梯', '低楼层(共10层)2002年建塔楼  -  赤岗', '275万', '单价41230元/平米')
('https://image1.ljcdn.com/440100-inspection/a956b252-2199-4ebb-b2ed-d652aa1fd33e.jpg.296x216.jpg', '悦安花园 南向三房视野宽 900米地铁', '悦安花园  | 3室2厅 | 89.58平米 | 东南 | 其他 | 有电梯', '高楼层(共19层)2002年建塔楼  -  昌岗', '408万', '单价45546元/平米')
('https://image1.ljcdn.com/440100-inspection/40d057be-8aa6-4121-ac1c-04d67e98c206.jpg.296x216.jpg', '海印南苑，电梯3房带主套，东南向望花园', '海印南苑  | 3室1厅 | 117平米 | 东南 | 其他 | 有电梯', '高楼层(共28层)2000年建塔楼  -  东晓路', '510万', '单价43590元/平米')
('https://image1.ljcdn.com/440100-inspection/0f660f75-bd18-4301-9f65-010ecaf7831e.jpg.296x216.jpg', '赤岗地铁 利海假日轩 电梯2房', '利海假日轩  | 2室2厅 | 80.11平米 | 南 | 精装 | 有电梯', '低楼层(共21层)2012年建塔楼  -  赤岗', '400万', '单价49932元/平米')
('https://image1.ljcdn.com/440100-inspection/db58bff5-9ff2-4522-9e96-9bc2543b600a.jpg.296x216.jpg', '柏涛雅苑  小区管理 交通方便', '柏涛雅苑  | 3室2厅 | 90平米 | 南 | 精装 | 有电梯', '低楼层(共9层)2001年建塔楼  -  昌岗', '480万', '单价53334元/平米')
('https://image1.ljcdn.com/440100-inspection/48fbc24e-bb42-4cff-9f50-e64ae81a34ff.jpg.296x216.jpg', '凤凰新村 实用温馨二房 业主诚意出售', '凤凰新村四街  | 2室1厅 | 66平米 | 南 北 | 简装 | 无电梯', '高楼层(共9层)2000年建塔楼  -  工业大道北', '180万', '单价27273元/平米')
('https://image1.ljcdn.com/440100-inspection/f7c2191a-d461-41ce-a197-8696919f2052.jpg.296x216.jpg', '南晓苑 实用两房 格局好 采光好', '南晓苑  | 2室1厅 | 57.2平米 | 西 | 简装 | 无电梯', '中楼层(共9层)1998年建塔楼  -  新港西', '185万', '单价32343元/平米')
('https://image1.ljcdn.com/440100-inspection/52f955b1-d536-4c06-9aa7-ed4876b1b96e.jpg.296x216.jpg', '金玫瑰苑 帝王装修 三房 南向望花园', '嘉鸿花园金玫瑰园  | 3室2厅 | 105平米 | 南 | 简装 | 有电梯', '中楼层(共19层)1999年建塔楼  -  金碧', '450万', '单价42858元/平米')
('https://image1.ljcdn.com/440100-inspection/c705e208-377f-4402-aab2-6305ab554c0f.jpg.296x216.jpg', '天立俊园 精装修3房 通风 保养新', '天立俊园  | 3室2厅 | 130平米 | 北 | 简装 | 有电梯', '低楼层(共27层)1999年建塔楼  -  滨江东', '650万', '单价50000元/平米')
('https://image1.ljcdn.com/440100-inspection/9d0e7f35-e4c9-4996-a508-c49cdcfa2f7f.jpg.296x216.jpg', '信步闲庭 户型方正 通风采光好', '信步闲庭  | 2室2厅 | 74平米 | 北 | 精装 | 有电梯', '高楼层(共18层)2006年建塔楼  -  赤岗', '377万', '单价50946元/平米')
('https://image1.ljcdn.com/440100-inspection/896304d9-0363-4539-8a1b-289325b7d71d.jpg.296x216.jpg', '花园小区 安静舒适,干净整洁', '保利百合花园  | 5室2厅 | 134平米 | 东南 | 简装 | 有电梯', '中楼层(共11层)2004年建塔楼  -  江燕路', '670万', '单价50000元/平米')
('https://image1.ljcdn.com/440100-inspection/3116d80a-f80f-4796-a960-c60cc8288356.jpg.296x216.jpg', '南景园 南向四房', '南景园  | 4室2厅 | 123.5平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2001年建塔楼  -  江燕路', '560万', '单价45345元/平米')
('https://image1.ljcdn.com/440100-inspection/5c22ea5e-2301-4d2f-9c22-87868dfc604a.jpg.296x216.jpg', '浪琴居 配套成熟 格局方正', '浪琴居  | 3室2厅 | 118平米 | 北 | 其他 | 有电梯', '中楼层(共28层)2010年建塔楼  -  滨江东', '670万', '单价56780元/平米')
('https://image1.ljcdn.com/440100-inspection/e0a10333-6edf-45b3-8c7f-dd33a0611992.jpg.296x216.jpg', '空中别墅花园 一家三代 海珠高层电梯复式', '宏宇广场  | 6室2厅 | 263.14平米 | 东南 | 简装 | 有电梯', '高楼层(共33层)2000年建塔楼  -  宝岗', '1200万', '单价45604元/平米')
('https://image1.ljcdn.com/440100-inspection/362a5188-4394-44d2-8159-d93fbbdd20eb.jpg.296x216.jpg', '宝岗大厦 电梯单位 原本三房现改两房', '宝岗大厦  | 2室2厅 | 131平米 | 北 | 简装 | 有电梯', '高楼层(共31层)1999年建塔楼  -  宝岗', '480万', '单价36642元/平米')
('https://image1.ljcdn.com/440100-inspection/42df1cef-3750-4fd3-a0bb-bbbe5bcdd80f.jpg.296x216.jpg', '万华花园三房 业主诚意出售', '万华花园  | 3室2厅 | 128.11平米 | 北 | 精装 | 无电梯', '低楼层(共9层)2005年建塔楼  -  金碧', '550万', '单价42932元/平米')
('https://image1.ljcdn.com/440100-inspection/3455740e-f0d6-455a-a686-13feb28cb32a.jpg.296x216.jpg', '祈乐苑 电梯三房 精装修', '祈乐苑  | 3室2厅 | 113.03平米 | 东北 | 精装 | 有电梯', '中楼层(共28层)1999年建塔楼  -  新港西', '560万', '单价49545元/平米')
('https://image1.ljcdn.com/440100-inspection/1814fdb5-a8ac-4adc-8605-3bf4268f64b2.jpg.296x216.jpg', '配套完善，交通方便', '会展西岸  | 4室2厅 | 151平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)2005年建塔楼  -  琶洲', '950万', '单价62914元/平米')
('https://image1.ljcdn.com/440100-inspection/03033ab5-3ad1-4393-b0d5-81c73991aa6f.jpg.296x216.jpg', '芳草轩 电梯南向三房  南北对流双阳台 安静望花园', '芳草轩  | 3室2厅 | 124.93平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2007年建塔楼  -  金碧', '610万', '单价48828元/平米')
('https://image1.ljcdn.com/440100-inspection/8d39e357-80f8-46fd-8b5c-ed7b1e18f7c7.jpg.296x216.jpg', '润泰大厦 实用三房 南北对流', '润泰大厦  | 3室2厅 | 120平米 | 东南 | 精装 | 有电梯', '高楼层(共29层)1998年建塔楼  -  江燕路', '470万', '单价39167元/平米')
('https://image1.ljcdn.com/440100-inspection/e12aca18-0678-40b0-a819-2ab202dc2964.jpg.296x216.jpg', '逸景翠园 4居室 东南靓向 望花园', '逸景翠园  | 4室2厅 | 123.94平米 | 东南 | 其他 | 有电梯', '低楼层(共28层)2002年建塔楼  -  广州大道南', '600万', '单价48411元/平米')
('https://image1.ljcdn.com/440100-inspection/7c3b3bc1-6c78-41a6-9203-67cd6919f3ef.jpg.296x216.jpg', '怡雅苑 大型花园小区 交通方便 配套完善', '怡雅苑  | 3室2厅 | 116平米 | 北 | 简装 | 有电梯', '中楼层(共17层)1999年建塔楼  -  宝岗', '465万', '单价40087元/平米')
('https://image1.ljcdn.com/440100-inspection/e3373022-7dc0-4725-826c-f425b01bdbbd.jpg.296x216.jpg', '中顺领御公馆 精致装修大四房 配套完善 格局方正实用', '中顺领御公馆  | 4室2厅 | 155.01平米 | 北 | 精装 | 有电梯', '低楼层(共21层)1999年建塔楼  -  工业大道南', '585万', '单价37740元/平米')
('https://image1.ljcdn.com/440100-inspection/bd098c44-2a6b-4a2f-a2b7-9b97a739e544.jpg.296x216.jpg', '格局方正 交通方便 配套完善', '穗花新村  | 2室1厅 | 71平米 | 西南 | 简装 | 有电梯', '中楼层(共20层)1990年建塔楼  -  昌岗', '325万', '单价45775元/平米')
('', '倚泓轩 东北向单边 采光好', '珠江帝景苑倚泓轩  | 5室2厅 | 165平米 | 东北 | 精装 | 有电梯', '低楼层(共13层)2007年建塔楼  -  滨江东', '900万', '单价54546元/平米')
('', '汇美景台 四房带主套 厅出阳台 高层望江', '汇美景台  | 4室2厅 | 300.71平米 | 北 | 简装 | 有电梯', '中楼层(共33层)2003年建塔楼  -  滨江东', '2000万', '单价66510元/平米')
('https://image1.ljcdn.com/440100-inspection/9f37517e-e986-4760-993b-59ba67fd2390.jpg.296x216.jpg', '海天花苑 两房单位', '海天花苑  | 2室1厅 | 72.64平米 | 北 | 简装', '中楼层(共32层)2004年建塔楼  -  滨江东', '300万', '单价41300元/平米')
('https://image1.ljcdn.com/440100-inspection/1e6b5b10-60b0-4cde-b374-7fc2111c73c0.jpg.296x216.jpg', '荔海鸣蝉花园 一房一厅 户型方正', '荔海鸣蝉花园  | 1室1厅 | 42.99平米 | 东南 | 精装 | 无电梯', '高楼层(共9层)1998年建塔楼  -  赤岗', '136万', '单价31636元/平米')
('https://image1.ljcdn.com/440100-inspection/c84cc278-bb11-466f-8513-91c390a5d1c6.jpg.296x216.jpg', '翠城花园 东向两房 户型方正 阳台无遮挡', '翠城花园  | 2室1厅 | 78.27平米 | 东 | 简装 | 有电梯', '中楼层(共33层)2009年建塔楼  -  江燕路', '405万', '单价51744元/平米')
('https://image1.ljcdn.com/440100-inspection/fb357b01-67eb-49a1-a54f-7e48461f5271.jpg.296x216.jpg', '晓南花园 电梯高层大两房 通风采光好', '晓南二街海运局宿舍  | 2室1厅 | 79.66平米 | 南 | 简装 | 有电梯', '高楼层(共23层)塔楼  -  新港西', '320万', '单价40171元/平米')
('https://image1.ljcdn.com/440100-inspection/26d52829-ebb2-4990-93ef-8d45645d635f.jpg.296x216.jpg', '业主诚意出租', '盈丰华轩  | 3室1厅 | 91.96平米 | 西 | 其他 | 有电梯', '中楼层(共19层)2002年建塔楼  -  江燕路', '370万', '单价40235元/平米')
('https://image1.ljcdn.com/440100-inspection/2a1fc961-61f9-47f9-a1d2-738e420f1020.jpg.296x216.jpg', '英豪花园 大两房 视野开阔', '英豪花园一期  | 2室2厅 | 86平米 | 北 | 精装 | 无电梯', '中楼层(共9层)2005年建塔楼  -  金碧', '290万', '单价33721元/平米')
('https://image1.ljcdn.com/440100-inspection/347da4dd-d803-4774-bf03-e0b64c25640a.jpg.296x216.jpg', '金碧花园 2房2厅 265万元', '金碧花园第一金碧  | 2室2厅 | 63平米 | 北 | 简装 | 有电梯', '高楼层(共15层)2000年建塔楼  -  金碧', '265万', '单价42064元/平米')
('https://image1.ljcdn.com/440100-inspection/5b22ae5f-054a-4074-bc3c-282128798fb5.jpg.296x216.jpg', '舒适房 采光好，景色美', '晓港湾漾日云天  | 2室1厅 | 71.31平米 | 北 | 精装 | 有电梯', '低楼层(共31层)2004年建塔楼  -  金碧', '290万', '单价40668元/平米')
('https://image1.ljcdn.com/440100-inspection/90c129a9-9ec2-493f-82ee-9b72ee5e7718.jpg.296x216.jpg', '和辉花园 精致三房 南方单位', '和辉花园  | 3室2厅 | 71.54平米 | 南 | 简装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  金碧', '250万', '单价34946元/平米')
('https://image1.ljcdn.com/440100-inspection/9fc88f9d-61e7-4e16-a0ee-7d9d7cc42fe4.jpg.296x216.jpg', '合生帝景国际 南向两房 交通方便采光好', '南方花园二期合生帝景国际  | 2室2厅 | 94平米 | 南 北 | 其他 | 有电梯', '中楼层(共31层)1998年建塔楼  -  昌岗', '520万', '单价55320元/平米')
('https://image1.ljcdn.com/440100-inspection/6315d512-87df-473f-861d-0afd265412bf.jpg.296x216.jpg', '兰亭四房 大型小区 3+1户型 精装修', '兰亭御园  | 3室1厅 | 137.82平米 | 西南 | 简装 | 有电梯', '中楼层(共30层)2008年建塔楼  -  同福', '900万', '单价65303元/平米')
('https://image1.ljcdn.com/440100-inspection/670dc87f-776e-49fe-aa14-9b194e7e31b1.jpg.296x216.jpg', '南珠广场 少有三房 交通便利', '南珠广场  | 3室3厅 | 179.33平米 | 东南 | 精装 | 有电梯', '高楼层(共12层)2008年建塔楼  -  江燕路', '850万', '单价47399元/平米')
('https://image1.ljcdn.com/440100-inspection/8bc348f4-f44c-4795-b898-151a67e6efc6.jpg.296x216.jpg', '晓港湾 电梯三房 南向望花园', '晓港湾惠侨苑  | 3室2厅 | 118平米 | 南 | 精装 | 有电梯', '中楼层(共23层)1999年建塔楼  -  金碧', '498万', '单价42204元/平米')
('https://image1.ljcdn.com/440100-inspection/33318995-af44-4bd3-966a-7a68bc68edaf.jpg.296x216.jpg', '实用温馨单位 配套完善', '金碧湾  | 4室2厅 | 143.9平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2007年建塔楼  -  工业大道北', '860万', '单价59764元/平米')
('https://image1.ljcdn.com/440100-inspection/68d97863-97a1-409a-a6d0-7b02f80d5943.jpg.296x216.jpg', '尚东峰景 交通方便 环境舒适 小区安静', '尚东峰景  | 2室2厅 | 80.6平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2009年建塔楼  -  金碧', '370万', '单价45906元/平米')
('https://image1.ljcdn.com/440100-inspection/fa80e437-1ffe-437b-bba8-eaee70bb72ed.jpg.296x216.jpg', '锦丽居 实用三房 正望花园', '锦丽居  | 4室2厅 | 100.87平米 | 北 | 简装 | 有电梯', '中楼层(共21层)1999年建塔楼  -  金碧', '450万', '单价44612元/平米')
('https://image1.ljcdn.com/440100-inspection/8ce15fc4-fe6a-4e43-acf5-fe553bc422d6.JPG.296x216.jpg', '祈乐苑 南向大两房 诚心放售 双阳台', '祈乐苑  | 2室1厅 | 81平米 | 东 | 简装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  新港西', '345万', '单价42593元/平米')
('https://image1.ljcdn.com/440100-inspection/25d81e82-9a3f-4215-9bcc-3e396f20d754.JPG.296x216.jpg', '江南西精装4房，户型靓', '江南大道中  | 4室2厅 | 104平米 | 北 | 其他 | 有电梯', '高楼层(共14层)塔楼  -  昌岗', '590万', '单价56731元/平米')
('https://image1.ljcdn.com/440100-inspection/6bb03e25-229e-43e8-a821-0b29273884ce.JPG.296x216.jpg', '柏蕙花园 温馨三房 户型实用', '柏蕙花园  | 3室2厅 | 120平米 | 北 | 精装 | 有电梯', '中楼层(共15层)2002年建塔楼  -  新港西', '696万', '单价58000元/平米')
('https://image1.ljcdn.com/440100-inspection/c01323e2-e8e9-4e74-b4c6-3151bba1e51e.jpg.296x216.jpg', '翠怡小区 电梯3房已改4房', '翠怡小区江南大道南路  | 4室1厅 | 98.12平米 | 东 | 简装 | 无电梯', '中楼层(共8层)1994年建塔楼  -  江燕路', '350万', '单价35671元/平米')
('https://image1.ljcdn.com/440100-inspection/0029dd70-a9b8-4515-ad2c-67a7404be7e0.jpg.296x216.jpg', '朗晴居二期 舒适安静 南北对流 家族四房', '朗晴居二期  | 4室2厅 | 176平米 | 南 北 | 精装 | 有电梯', '低楼层(共32层)2000年建塔楼  -  滨江中', '1056万', '单价60000元/平米')
('https://image1.ljcdn.com/440100-inspection/6e522e42-a3a0-4890-9c29-d48c8e157fd4.JPG.296x216.jpg', '顺景雅苑 三房两厅 小区管理 交通便利 安静舒适', '顺景雅苑  | 3室1厅 | 123.61平米 | 南 | 简装 | 有电梯', '低楼层(共13层)2000年建塔楼  -  新港西', '490万', '单价39641元/平米')
('https://image1.ljcdn.com/440100-inspection/394b7240-131c-443b-b591-22102a12b4b2.jpg.296x216.jpg', '保利百合花园 三房带主套 望花园', '保利百合花园  | 3室2厅 | 115.87平米 | 西北 | 精装 | 有电梯', '低楼层(共21层)2004年建塔楼  -  江燕路', '533万', '单价46000元/平米')
('https://image1.ljcdn.com/440100-inspection/291e7ad7-718f-4a11-a6f5-d63e0ccdfe5a.jpg.296x216.jpg', '逸景翠园 南向四房 间隔方正 采光良好', '逸景翠园  | 4室2厅 | 152平米 | 南 | 精装 | 有电梯', '低楼层(共13层)2002年建塔楼  -  广州大道南', '680万', '单价44737元/平米')
('https://image1.ljcdn.com/440100-inspection/03f02f4d-424e-4aa6-8288-c11295b18819.jpg.296x216.jpg', '富力现代广场 大户型中高层5房', '富力现代广场  | 5室2厅 | 152.71平米 | 西北 | 精装 | 有电梯', '中楼层(共24层)2005年建塔楼  -  工业大道北', '837万', '单价54810元/平米')
('https://image1.ljcdn.com/440100-inspection/302d2882-1d2a-43c6-8751-c4e70328ac43.jpg.296x216.jpg', '经典居 三套打通 通风采光好', '经典居  | 3室2厅 | 93.13平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)1995年建塔楼  -  滨江东', '419.1万', '单价45001元/平米')
('https://image1.ljcdn.com/440100-inspection/489f39fe-1ba0-439a-a952-27675d89a284.jpg.296x216.jpg', '时代廓桥 南向安静 三房', '时代廊桥  | 4室2厅 | 142平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2004年建塔楼  -  南洲', '650万', '单价45775元/平米')
('https://image1.ljcdn.com/440100-inspection/2c892a02-8968-4e4f-991c-d9ba6489b97c.jpg.296x216.jpg', '海运局宿舍 电梯三房 新装修', '晓南二街海运局宿舍  | 3室2厅 | 90.1平米 | 南 | 简装 | 有电梯', '低楼层(共23层)塔楼  -  新港西', '315万', '单价34962元/平米')
('https://image1.ljcdn.com/440100-inspection/ca045f1f-6895-4954-8db2-e9bc636fea9f.jpg.296x216.jpg', '有物业管理 通风透气采光好 格局方正', '晓南二街海运局宿舍  | 2室1厅 | 79.66平米 | 西 | 其他 | 有电梯', '中楼层(共23层)塔楼  -  新港西', '300万', '单价37661元/平米')
('https://image1.ljcdn.com/440100-inspection/ae4017ca-ee68-404c-983e-ab0b120f6a81.jpg.296x216.jpg', '倚泓轩 望江复试 单边位', '珠江帝景苑倚泓轩  | 8室2厅 | 251.65平米 | 东北 | 精装 | 有电梯', '高楼层(共13层)2007年建塔楼  -  滨江东', '1800万', '单价71528元/平米')
('https://image1.ljcdn.com/440100-inspection/2a448f92-e002-4d6d-8253-c037f7d8e97b.jpg.296x216.jpg', '财智大厦 交通便利 间隔户型好', '财智大厦  | 5室2厅 | 121平米 | 南 北 | 其他 | 有电梯', '高楼层(共30层)2007年建塔楼  -  新港西', '387.2万', '单价32000元/平米')
('https://image1.ljcdn.com/440100-inspection/d8f9311a-9ae4-4081-95f7-99bbc3676732.jpg.296x216.jpg', '海悦大厦 实用三房 配套完善', '海悦大厦  | 3室2厅 | 114.46平米 | 东北 | 简装 | 有电梯', '低楼层(共30层)1995年建塔楼  -  同福', '495万', '单价43247元/平米')
('https://image1.ljcdn.com/440100-inspection/2d3fb127-f21a-4486-bc6c-5ac9b2cf604d.jpg.296x216.jpg', '富力现代广场 4室2厅 714万', '富力现代广场  | 4室2厅 | 123.13平米 | 南 西南 | 精装 | 有电梯', '中楼层(共19层)2005年建塔楼  -  工业大道北', '714万', '单价57988元/平米')
